"gene_symbol","stouffer_z","stouffer_p","stouffer_fdr"
"MSANTD4",2.88550910759791,0.0039078115477367,0.613638064753169
"TNFSF12-TNFSF13",-2.8805637331331,0.00396964685800991,0.617467333913844
"GPATCH2L",2.87573684702833,0.00403085608904657,0.621128553235512
"PAFAH1B1",2.86542599611519,0.00416448598080316,0.631327988383425
"TSPAN33",-2.86473174969043,0.00417362631815826,0.631327988383425
"DPP8",2.84857151609764,0.0043915981999458,0.657770899071698
"BEX3",2.84400693566099,0.00445500781542949,0.657770899071698
"PARVB",-2.84249991854779,0.0044761242546417,0.657770899071698
"NF1P9",2.84023630773713,0.00450801259067818,0.657770899071698
"ZNF644",2.83089636415325,0.0046417758486188,0.667395733061643
"SDF2L1",-2.82825240989602,0.00468028885385175,0.667395733061643
"CHMP4B",-2.8272197733448,0.00469540908752733,0.667395733061643
"FITM2",-2.82177422779971,0.00477587863641011,0.673031512454101
"C19orf60",-2.81415519596552,0.00489056113881371,0.673857471728168
"TRNP1",2.81330039227486,0.00490358194624112,0.673857471728168
"IRF1",-2.81325013857405,0.00490434841141316,0.673857471728168
"GOSR1",2.80157015686557,0.00508545823090196,0.692967233976128
"IL18BP",-2.79835803264818,0.00513631432038082,0.694160250118352
"MAN1A2",2.79325214745868,0.00521809999596426,0.698130750974157
"MIR5193",-2.78979922120757,0.00527407367359258,0.698130750974157
"TMEM5",2.78865639498558,0.00529271857543484,0.698130750974157
"C5orf24",2.78054946834627,0.00542669910866132,0.702159082677968
"TSPYL1",2.78042924110633,0.00542870890168563,0.702159082677968
"IL2RB",-2.77504590334346,0.0055193916932102,0.702159082677968
"SFPQ",2.77280001801722,0.00555762629209149,0.702159082677968
"EXOSC6",-2.76820463389672,0.00563660518029421,0.702159082677968
"EIF4B",2.76784446494845,0.00564283783246852,0.702159082677968
"CTU2",-2.76491336587978,0.00569379154471051,0.702159082677968
"NFIX",-2.76357303885619,0.00571722952542876,0.702159082677968
"IQGAP1",2.76125434854433,0.00575798145580287,0.702159082677968
"SPN",-2.75996084949511,0.00578082887619005,0.702159082677968
"SUCO",2.75211646448945,0.00592114589571113,0.702159082677968
"KRT17",2.74914880417294,0.00597502540593611,0.702159082677968
"SHMT2",2.74788692556077,0.00599806906662058,0.702159082677968
"NAAA",-2.74673531968036,0.00601916884362574,0.702159082677968
"MAP4K5",2.74577737685826,0.00603677123953202,0.702159082677968
"TMEM200A",-2.74177648969104,0.00611079073264909,0.702159082677968
"ABHD2",2.74156392208399,0.00611474616925809,0.702159082677968
"RBM25",2.73720836521495,0.00619630326340297,0.702159082677968
"STAT1",-2.73512911144782,0.00623558125988193,0.702159082677968
"NCBP3",2.73205120364385,0.00629413582099989,0.702159082677968
"RALGAPA1",2.72928804232691,0.00634712369602868,0.702159082677968
"TUBE1",2.72811907678441,0.00636966100114437,0.702159082677968
"KRT80",2.72790609968108,0.00637377488262738,0.702159082677968
"CCRL2",-2.72591409003634,0.00641236860608877,0.702159082677968
"LOC101060521",-2.72541716383309,0.00642202889628947,0.702159082677968
"ZKSCAN8",2.72130828321573,0.0065024090108119,0.702159082677968
"ZNF770",2.71866080917788,0.0065546785523328,0.702159082677968
"SGSM3",-2.7176149308701,0.00657543142119616,0.702159082677968
"TAP1",-2.71686226273541,0.00659040280164489,0.702159082677968
"DDX3X",2.71449943066773,0.00663760144298366,0.702159082677968
"MYDGF",-2.71262665763412,0.00667522660003184,0.702159082677968
"GOPC",2.70839444887968,0.0067609614123372,0.702159082677968
"BPTF",2.70668447534779,0.00679588133862769,0.702159082677968
"TAPBP",-2.70513674724636,0.00682762765039687,0.702159082677968
"ANO10",-2.70333575521337,0.00686473650355743,0.702159082677968
"NFATC2IP",-2.70259389363003,0.00688007494287447,0.702159082677968
"MPND",-2.70168335569568,0.0068989429520761,0.702159082677968
"KLK10",2.6951438541356,0.00703582479262757,0.704897292971632
"DNASE2",-2.69329197226169,0.00707502813822343,0.704897292971632
"PNN",2.69233396123415,0.00709538559636874,0.704897292971632
"KIAA1958",2.69201081237639,0.00710226426879075,0.704897292971632
"DLGAP4",-2.69026137747786,0.00713960746762873,0.704897292971632
"TRAPPC5",-2.68515628162025,0.0072495898878937,0.709267168864053
"DDX58",-2.68244777709705,0.0073085561706618,0.709267168864053
"CNIH1",2.68107384524973,0.00733863195918543,0.709267168864053
"N4BP2L1",-2.67670698011817,0.00743496268224459,0.709267168864053
"TUG1",2.67665871347858,0.00743603372610886,0.709267168864053
"KLC1",2.67349642834299,0.00750650755338635,0.709267168864053
"DDAH1",-2.67286856768104,0.00752057093935851,0.709267168864053
"NCKAP1L",-2.67253707692821,0.00752800549194622,0.709267168864053
"EIF2S1",2.67056734304351,0.00757231803442252,0.709388521315673
"UBE2D3",2.66619469060811,0.00767152517231652,0.710695510513886
"STON2",2.66488336466424,0.00770150287933491,0.710695510513886
"SARS",2.66426912643171,0.0077155808091937,0.710695510513886
"TFDP2",-2.65670452715489,0.00789085695668186,0.711245834743856
"SLC20A2",2.65615174934561,0.00790380389875436,0.711245834743856
"BIN1",-2.65579491509492,0.0079121716309124,0.711245834743856
"ATP5D",-2.65203998637077,0.00800070662280003,0.711245834743856
"UBE2K",2.64984496144557,0.00805287155844891,0.711245834743856
"LRIG2",2.64949473378335,0.00806122285609875,0.711245834743856
"MAP4K4",2.64711577908385,0.00811815534542338,0.711245834743856
"GGNBP2",2.64685101907741,0.00812451371435384,0.711245834743856
"TSPAN4",-2.64667873186767,0.00812865368794971,0.711245834743856
"IGFLR1",-2.64441656312517,0.00818318788652065,0.711245834743856
"STAP2",-2.63799134626046,0.00833987100688493,0.711245834743856
"SLC2A4RG",-2.63498320958464,0.0084141445219888,0.711245834743856
"MAN2A1",2.63255322051038,0.00847457445989494,0.711245834743856
"TESMIN",2.63215423875051,0.00848453350614466,0.711245834743856
"MIR4657",2.6312201563202,0.0085078902275995,0.711245834743856
"MAPKAPK3",-2.63050645634664,0.00852577501657485,0.711245834743856
"HSP90AA1",2.62929055521402,0.00855632202296348,0.711245834743856
"MIR1304",2.62857004871927,0.00857446939826074,0.711245834743856
"REEP3",2.62834419639029,0.00858016501343718,0.711245834743856
"SRSF1",2.62818035429282,0.00858429895160282,0.711245834743856
"TIPRL",2.62471586508907,0.00867213019155699,0.711532758059624
"CYHR1",-2.62414754494641,0.0086866145991269,0.711532758059624
"RAPGEF2",2.62139200215928,0.00875715034294666,0.711532758059624
"MAP2K2",-2.62126629764206,0.00876038026965695,0.711532758059624
