"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582","n_cohorts","n_concordant","direction_consensus","concordance"
"WFDC10A","up","down","up","down","down",5,3,"down","3/5"
"WFDC10B","up","up","up","up","down",5,4,"up","4/5"
"WFDC11","up","up","up","down","down",5,3,"up","3/5"
"WFDC12","down","down","up","up","down",5,3,"down","3/5"
"WFDC13","down","up","up","up","down",5,3,"up","3/5"
"WFDC2","up","down","up","down","down",5,3,"down","3/5"
"WFDC21P",NA,"up","up","down","down",4,2,"tie","2/4"
"WFDC3","up","up","down","down","up",5,3,"up","3/5"
"WFDC5","up","down","up","up","down",5,3,"up","3/5"
"WFDC6","up","down","up","down","down",5,3,"down","3/5"
"WFDC8","up","down","up","up","down",5,3,"up","3/5"
"WFDC9","up","down","up","down","down",5,3,"down","3/5"
"WFIKKN1","up","up","up","down","down",5,3,"up","3/5"
"WFIKKN2","up","down","up","down","down",5,3,"down","3/5"
"WFS1","up","down","up","down","up",5,3,"up","3/5"
"WHAMM","up","up","up","up","up",5,5,"up","5/5"
"WHAMMP2",NA,"down","down","down","up",4,3,"down","3/4"
"WHAMMP3","down",NA,NA,NA,NA,1,1,"down","1/1"
"WHRN","up","up","up","down","down",5,3,"up","3/5"
"WHSC1","down","down","up","up","down",5,3,"down","3/5"
"WHSC1L1","down","up","up","up","up",5,4,"up","4/5"
"WIF1","up","down","up","down","down",5,3,"down","3/5"
"WIPF1","down","down","down","down","down",5,5,"down","5/5"
"WIPF2","down","up","up","down","down",5,3,"down","3/5"
"WIPF3","up","up","up","up","down",5,4,"up","4/5"
"WIPI1","up","down","down","down","down",5,4,"down","4/5"
"WIPI2","down","down","down","down","down",5,5,"down","5/5"
"WISP1","down","down","down","up","down",5,4,"down","4/5"
"WISP2","down","down","down","down","down",5,5,"down","5/5"
"WISP3","up","down","up","down","down",5,3,"down","3/5"
"WIZ","up","down","up","down","down",5,3,"down","3/5"
"WLS","down","down","down","down","up",5,4,"down","4/5"
"WNK1","up","down","up","up","up",5,4,"up","4/5"
"WNK2","down","down","down","down","down",5,5,"down","5/5"
"WNK3","up","down","up","up","up",5,4,"up","4/5"
"WNK4","up","down","up","up","down",5,3,"up","3/5"
"WNT1","up","down","up","up","down",5,3,"up","3/5"
"WNT10A","up","up","up","up","down",5,4,"up","4/5"
"WNT10B","up","down","up","up","down",5,3,"up","3/5"
"WNT11","up","up","up","up","down",5,4,"up","4/5"
"WNT16","up","up","down","down","down",5,3,"down","3/5"
"WNT2","down","down","down","down","up",5,4,"down","4/5"
"WNT2B","down","up","up","down","down",5,3,"down","3/5"
"WNT3","up",NA,NA,NA,NA,1,1,"up","1/1"
"WNT3A","down",NA,NA,NA,NA,1,1,"down","1/1"
"WNT4","up","down","down","down","down",5,4,"down","4/5"
"WNT5A","down","down","up","down","up",5,3,"down","3/5"
"WNT5B","up","down","down","down","down",5,4,"down","4/5"
"WNT6","down","down","up","up","down",5,3,"down","3/5"
"WNT7A","up","down","down","down","up",5,3,"down","3/5"
"WNT7B","up","down","up","down","down",5,3,"down","3/5"
"WNT8A","down","down","up","up","down",5,3,"down","3/5"
"WNT8B","down","down","down","up","down",5,4,"down","4/5"
"WNT9A","down","down","up","down","down",5,4,"down","4/5"
"WNT9B","up","down","up","down","up",5,3,"up","3/5"
"WRAP53","up","down","up","up","down",5,3,"up","3/5"
"WRAP73","up","down","up","up","down",5,3,"up","3/5"
"WRB","down","up","down","down","down",5,4,"down","4/5"
"WRN","down","up","up","up","up",5,4,"up","4/5"
"WRNIP1","down","down","down","up","down",5,4,"down","4/5"
"WSB1","down","up","down","up","up",5,3,"up","3/5"
"WSB2","down","up","up","down","up",5,3,"up","3/5"
"WSCD1","down",NA,NA,NA,NA,1,1,"down","1/1"
"WSCD2","up","down","down","down","down",5,4,"down","4/5"
"WT1","up","down","down","up","down",5,3,"down","3/5"
"WT1-AS","up","down","down","down","up",5,3,"down","3/5"
"WTAP","down","down","up","up","down",5,3,"down","3/5"
"WTAPP1","down",NA,NA,NA,NA,1,1,"down","1/1"
"WTH3DI",NA,"down","up","up","down",4,2,"tie","2/4"
"WTIP",NA,"up","down","down","up",4,2,"tie","2/4"
"WWC1","down","up","down","up","down",5,3,"down","3/5"
"WWC2","down","down","up","up","up",5,3,"up","3/5"
"WWC2-AS2","up","down","down","down","down",5,4,"down","4/5"
"WWC3","up","up","down","down","up",5,3,"up","3/5"
"WWOX","down","down","up","down","down",5,4,"down","4/5"
"WWP1","down","up","down","up","up",5,3,"up","3/5"
"WWP2","up","down","down","down","down",5,4,"down","4/5"
"WWTR1","down","up","down","down","up",5,3,"down","3/5"
"WWTR1-AS1","up","down","up","down","down",5,3,"down","3/5"
"XAB2","up","down","up","down","down",5,3,"down","3/5"
"XAF1","up","down","down","down","down",5,4,"down","4/5"
"XAGE-4",NA,"down","up","up","down",4,2,"tie","2/4"
"XAGE1B",NA,"up","down","down","down",4,3,"down","3/4"
"XAGE2","up","down","down","down","down",5,4,"down","4/5"
"XAGE3","up","down","up","down","down",5,3,"down","3/5"
"XAGE5","up",NA,NA,NA,NA,1,1,"up","1/1"
"XBP1","down","up","up","down","down",5,3,"down","3/5"
"XCL1","down","down","up","down","down",5,4,"down","4/5"
"XCL2","up","down","up","down","down",5,3,"down","3/5"
"XCR1","up","down","up","down","down",5,3,"down","3/5"
"XDH","up","down","up","up","up",5,4,"up","4/5"
"XG","down","down","down","up","down",5,4,"down","4/5"
"XGY2",NA,"down","up","down","down",4,3,"down","3/4"
"XIAP","up","up","down","up","up",5,4,"up","4/5"
"XIRP1","up","up","up","down","down",5,3,"up","3/5"
"XIRP2","up","up","up","up","down",5,4,"up","4/5"
"XIST","up","down","up","up","up",5,4,"up","4/5"
"XK","up","down","down","up","down",5,3,"down","3/5"
"XKR3","up",NA,NA,NA,NA,1,1,"up","1/1"
"XKR4","down","down","down","down","up",5,4,"down","4/5"
"XKR5","up",NA,NA,NA,NA,1,1,"up","1/1"
"XKR6","up","up","up","up","down",5,4,"up","4/5"
"XKR7",NA,"down","up","down","down",4,3,"down","3/4"
"XKR8","up","down","down","down","down",5,4,"down","4/5"
"XKRX","down","up","down","up","down",5,3,"down","3/5"
"XKRY2","up","down","up","down","down",5,3,"down","3/5"
"XPA","down","up","up","down","up",5,3,"up","3/5"
"XPC","up","down","down","down","up",5,3,"down","3/5"
"XPNPEP1","up","up","up","up","down",5,4,"up","4/5"
"XPNPEP2","down","up","down","up","up",5,3,"up","3/5"
"XPNPEP3","down","up","up","up","down",5,3,"up","3/5"
"XPO1","up","up","down","up","down",5,3,"up","3/5"
"XPO4","down","down","down","up","down",5,4,"down","4/5"
"XPO5","down","up","up","up","down",5,3,"up","3/5"
"XPO6","up","down","up","up","down",5,3,"up","3/5"
"XPO7","down","up","up","down","down",5,3,"down","3/5"
"XPOT","down","up","up","up","up",5,4,"up","4/5"
"XPR1","down","up","up","up","up",5,4,"up","4/5"
"XRCC1","down","down","up","down","down",5,4,"down","4/5"
"XRCC2","down","down","down","up","down",5,4,"down","4/5"
"XRCC3","up","down","up","down","down",5,3,"down","3/5"
"XRCC4","down","up","down","up","down",5,3,"down","3/5"
"XRCC5","down","up","down","up","up",5,3,"up","3/5"
"XRCC6","up","up","down","down","down",5,3,"down","3/5"
"XRCC6P5","down",NA,NA,NA,NA,1,1,"down","1/1"
"XRN1","down","up","down","up","down",5,3,"down","3/5"
"XRN2","down","up","down","down","down",5,4,"down","4/5"
"XRRA1","down","down","up","up","up",5,3,"up","3/5"
"XXYLT1","down","down","up","down","down",5,4,"down","4/5"
"XYLB","up","up","down","up","down",5,3,"up","3/5"
"XYLT1","down","down","down","down","down",5,5,"down","5/5"
"XYLT2","up","down","down","up","down",5,3,"down","3/5"
"YAE1D1","down","down","down","up","down",5,4,"down","4/5"
"YAF2","down","up","up","down","down",5,3,"down","3/5"
"YAP1","down","up","up","up","up",5,4,"up","4/5"
"YARS","up","down","up","down","down",5,3,"down","3/5"
"YARS2","down","down","up","up","up",5,3,"up","3/5"
"YBEY","up","up","down","up","up",5,4,"up","4/5"
"YBX1","up","down","up","down","down",5,3,"down","3/5"
"YBX2","up","down","up","down","down",5,3,"down","3/5"
"YBX3","up","down","up","down","up",5,3,"up","3/5"
"YDJC","up","down","up","up","down",5,3,"up","3/5"
"YEATS2","down","down","up","up","up",5,3,"up","3/5"
"YEATS4","down","up","up","up","down",5,3,"up","3/5"
"YES1","down","up","down","up","down",5,3,"down","3/5"
"YIF1A","up","down","up","down","down",5,3,"down","3/5"
"YIF1B",NA,"down","up","down","down",4,3,"down","3/4"
"YIPF1","down","up","down","down","down",5,4,"down","4/5"
"YIPF2","up","down","down","up","down",5,3,"down","3/5"
"YIPF3","up","down","up","down","down",5,3,"down","3/5"
"YIPF4","down","down","down","down","up",5,4,"down","4/5"
"YIPF5","down","up","down","down","up",5,3,"down","3/5"
"YIPF6","up","up","up","up","up",5,5,"up","5/5"
"YIPF7","up",NA,NA,NA,NA,1,1,"up","1/1"
"YJEFN3",NA,"up","down","down","down",4,3,"down","3/4"
"YKT6","up","down","up","down","down",5,3,"down","3/5"
"YLPM1","down","up","up","up","up",5,4,"up","4/5"
"YME1L1","down","down","up","down","down",5,4,"down","4/5"
"YOD1","down","down","down","up","up",5,3,"down","3/5"
"YPEL1","down","up","down","down","up",5,3,"down","3/5"
"YPEL2","down","up","down","down","up",5,3,"down","3/5"
"YPEL3","down","up","down","down","down",5,4,"down","4/5"
"YPEL4","down","down","up","down","down",5,4,"down","4/5"
"YPEL5","down","up","down","down","up",5,3,"down","3/5"
"YRDC","up","down","up","up","down",5,3,"up","3/5"
"YTHDC1","down","up","up","up","up",5,4,"up","4/5"
"YTHDC2","down","up","up","up","down",5,3,"up","3/5"
"YTHDF1","up","up","down","up","down",5,3,"up","3/5"
"YTHDF2","down","down","up","down","up",5,3,"down","3/5"
"YTHDF3","down","up","down","up","up",5,3,"up","3/5"
"YTHDF3-AS1",NA,"up","down","down","down",4,3,"down","3/4"
"YWHAB","down","down","down","up","up",5,3,"down","3/5"
"YWHAE","up","down","down","up","up",5,3,"up","3/5"
"YWHAEP1","down",NA,NA,NA,NA,1,1,"down","1/1"
"YWHAEP7",NA,"up","down","down","up",4,2,"tie","2/4"
"YWHAG","up","down","up","up","up",5,4,"up","4/5"
"YWHAH","down","down","up","up","up",5,3,"up","3/5"
"YWHAQ","down","up","up","up","up",5,4,"up","4/5"
"YWHAZ","up","up","down","up","down",5,3,"up","3/5"
"YY1","up","down","up","down","up",5,3,"up","3/5"
"YY1AP1","down","down","up","down","down",5,4,"down","4/5"
"YY2",NA,"up","down","up","down",4,2,"tie","2/4"
"ZACN","up","down","down","down","up",5,3,"down","3/5"
"ZADH2","down","up","up","up","up",5,4,"up","4/5"
"ZAK","up","down","down","up","up",5,3,"up","3/5"
"ZAN","up","down","up","down","down",5,3,"down","3/5"
"ZAP70","up","down","up","down","down",5,3,"down","3/5"
"ZAR1","up","down","up","up","down",5,3,"up","3/5"
"ZBBX","up","down","up","up","down",5,3,"up","3/5"
"ZBED1","down","down","up","up","up",5,3,"up","3/5"
"ZBED2","down","down","up","up","up",5,3,"up","3/5"
"ZBED3","up","down","up","up","down",5,3,"up","3/5"
"ZBED3-AS1","up","down","down","down","down",5,4,"down","4/5"
"ZBED4","down","up","up","up","down",5,3,"up","3/5"
"ZBED5","down","up","down","down","down",5,4,"down","4/5"
"ZBED5-AS1",NA,"down","down","up","down",4,3,"down","3/4"
"ZBED6",NA,"down","up","up","up",4,3,"up","3/4"
"ZBED6CL","down","up","down","up","down",5,3,"down","3/5"
"ZBED8","down","up","down","down","up",5,3,"down","3/5"
"ZBED9","up","up","up","up","down",5,4,"up","4/5"
"ZBP1","up","down","down","down","down",5,4,"down","4/5"
"ZBTB1","down","up","up","down","up",5,3,"up","3/5"
"ZBTB10","down","up","down","up","up",5,3,"up","3/5"
"ZBTB11","up","down","down","down","down",5,4,"down","4/5"
"ZBTB11-AS1","up","down","up","down","down",5,3,"down","3/5"
"ZBTB12","down","down","down","up","down",5,4,"down","4/5"
"ZBTB14","up","up","up","down","down",5,3,"up","3/5"
"ZBTB16","up","up","down","up","down",5,3,"up","3/5"
"ZBTB17","down","down","down","down","down",5,5,"down","5/5"
"ZBTB18","down","down","down","up","up",5,3,"down","3/5"
"ZBTB2","down","down","down","up","down",5,4,"down","4/5"
"ZBTB20","down","up","down","down","up",5,3,"down","3/5"
"ZBTB20-AS1","up","down","down","up","up",5,3,"up","3/5"
"ZBTB21","up","up","down","up","up",5,4,"up","4/5"
"ZBTB22","down","up","up","down","down",5,3,"down","3/5"
"ZBTB24","down","down","down","up","down",5,4,"down","4/5"
"ZBTB25","down","up","up","down","down",5,3,"down","3/5"
"ZBTB26","down","up","down","up","up",5,3,"up","3/5"
"ZBTB3","up","up","up","up","down",5,4,"up","4/5"
"ZBTB32","up","down","up","up","down",5,3,"up","3/5"
"ZBTB33","down","up","down","up","up",5,3,"up","3/5"
"ZBTB34","down","up","up","up","up",5,4,"up","4/5"
"ZBTB37","up","up","up","down","up",5,4,"up","4/5"
"ZBTB38","down","down","down","up","up",5,3,"down","3/5"
"ZBTB39","down","up","up","up","up",5,4,"up","4/5"
"ZBTB4","down","down","down","down","up",5,4,"down","4/5"
"ZBTB40","up","down","down","down","down",5,4,"down","4/5"
"ZBTB41","down","up","down","up","up",5,3,"up","3/5"
"ZBTB42",NA,"up","up","down","down",4,2,"tie","2/4"
"ZBTB43","down","up","up","up","up",5,4,"up","4/5"
"ZBTB44","down","up","up","up","up",5,4,"up","4/5"
"ZBTB45","up","down","up","up","down",5,3,"up","3/5"
"ZBTB46","up","down","down","down","up",5,3,"down","3/5"
"ZBTB46-AS1","up","up","down","down","down",5,3,"down","3/5"
"ZBTB47","down","down","down","down","up",5,4,"down","4/5"
"ZBTB48","down","up","up","down","down",5,3,"down","3/5"
"ZBTB49","up","up","up","up","up",5,5,"up","5/5"
"ZBTB5","down","up","down","up","up",5,3,"up","3/5"
"ZBTB6","up","up","down","up","up",5,4,"up","4/5"
"ZBTB7A","up","down","up","up","down",5,3,"up","3/5"
"ZBTB7B","up","down","up","up","down",5,3,"up","3/5"
"ZBTB7C","up","down","up","up","down",5,3,"up","3/5"
"ZBTB8A","up","up","down","up","up",5,4,"up","4/5"
"ZBTB8B",NA,"down","up","down","down",4,3,"down","3/4"
"ZBTB8OS","up","down","up","down","down",5,3,"down","3/5"
"ZBTB9","down","down","up","up","down",5,3,"down","3/5"
"ZC2HC1A","up","up","down","down","up",5,3,"up","3/5"
"ZC2HC1B",NA,"down","up","down","down",4,3,"down","3/4"
"ZC2HC1C","up","up","up","up","up",5,5,"up","5/5"
"ZC3H10","down","up","up","down","down",5,3,"down","3/5"
"ZC3H11A","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZC3H12A","up",NA,NA,NA,NA,1,1,"up","1/1"
"ZC3H12B",NA,"down","down","up","up",4,2,"tie","2/4"
"ZC3H12C","down","down","up","down","down",5,4,"down","4/5"
"ZC3H12D","up","down","up","up","down",5,3,"up","3/5"
"ZC3H13","down","up","down","up","up",5,3,"up","3/5"
"ZC3H14","down","up","up","up","up",5,4,"up","4/5"
"ZC3H15","up","down","down","up","up",5,3,"up","3/5"
"ZC3H18","up","down","up","down","down",5,3,"down","3/5"
"ZC3H3","up","down","down","down","down",5,4,"down","4/5"
"ZC3H4","down","down","up","down","down",5,4,"down","4/5"
"ZC3H6","down","up","down","up","up",5,3,"up","3/5"
"ZC3H7A","down","down","up","up","up",5,3,"up","3/5"
"ZC3H7B","down","down","up","down","up",5,3,"down","3/5"
"ZC3H8","up","up","down","up","up",5,4,"up","4/5"
"ZC3HAV1","down","up","up","down","up",5,3,"up","3/5"
"ZC3HAV1L","down","up","up","up","up",5,4,"up","4/5"
"ZC3HC1","down","up","up","up","down",5,3,"up","3/5"
"ZC4H2","down","up","down","up","down",5,3,"down","3/5"
"ZCCHC10","down","down","up","up","down",5,3,"down","3/5"
"ZCCHC11","down","up","down","up","up",5,3,"up","3/5"
"ZCCHC12","down","down","down","down","up",5,4,"down","4/5"
"ZCCHC13","up","down","up","down","down",5,3,"down","3/5"
"ZCCHC14","up","down","down","up","down",5,3,"down","3/5"
"ZCCHC17","up","down","down","down","down",5,4,"down","4/5"
"ZCCHC18","down","down","down","up","up",5,3,"down","3/5"
"ZCCHC2","up","down","down","up","up",5,3,"up","3/5"
"ZCCHC24","up","down","down","down","up",5,3,"down","3/5"
"ZCCHC3","up","down","up","down","down",5,3,"down","3/5"
"ZCCHC4","up","up","up","up","down",5,4,"up","4/5"
"ZCCHC5","down","down","down","down","down",5,5,"down","5/5"
"ZCCHC6","up","down","up","up","up",5,4,"up","4/5"
"ZCCHC7","down","down","down","up","up",5,3,"down","3/5"
"ZCCHC8","down","up","up","up","up",5,4,"up","4/5"
"ZCCHC9","down","up","up","up","down",5,3,"up","3/5"
"ZCRB1","up","up","down","down","up",5,3,"up","3/5"
"ZCWPW1","down","down","down","down","up",5,4,"down","4/5"
"ZCWPW2",NA,"up","down","down","down",4,3,"down","3/4"
"ZDBF2","down","up","down","down","up",5,3,"down","3/5"
"ZDHHC1","down","down","down","down","down",5,5,"down","5/5"
"ZDHHC11","up","up","up","up","down",5,4,"up","4/5"
"ZDHHC11B",NA,"up","up","down","down",4,2,"tie","2/4"
"ZDHHC12","up","down","up","down","down",5,3,"down","3/5"
"ZDHHC13","down","up","down","up","down",5,3,"down","3/5"
"ZDHHC14","up","down","up","up","up",5,4,"up","4/5"
"ZDHHC15","up","down","up","down","up",5,3,"up","3/5"
"ZDHHC16","up","up","down","up","down",5,3,"up","3/5"
"ZDHHC17","down","up","down","up","up",5,3,"up","3/5"
"ZDHHC18","down","down","up","down","down",5,4,"down","4/5"
"ZDHHC19","up","down","up","up","down",5,3,"up","3/5"
"ZDHHC2","down","up","down","down","up",5,3,"down","3/5"
"ZDHHC20","down","down","down","up","up",5,3,"down","3/5"
"ZDHHC21","down","down","down","up","up",5,3,"down","3/5"
"ZDHHC22","up","down","up","up","up",5,4,"up","4/5"
"ZDHHC23","up","up","down","up","down",5,3,"up","3/5"
"ZDHHC24","down","up","down","down","down",5,4,"down","4/5"
"ZDHHC3","up","down","up","up","down",5,3,"up","3/5"
"ZDHHC4","down","up","down","down","down",5,4,"down","4/5"
"ZDHHC5","down","down","up","up","down",5,3,"down","3/5"
"ZDHHC6","down","up","down","up","down",5,3,"down","3/5"
"ZDHHC7","down","down","up","down","down",5,4,"down","4/5"
"ZDHHC8","up","down","down","up","down",5,3,"down","3/5"
"ZDHHC8P1","down","up","up","up","up",5,4,"up","4/5"
"ZDHHC9","up","down","down","up","up",5,3,"up","3/5"
"ZEB1","down","up","down","down","up",5,3,"down","3/5"
"ZEB1-AS1",NA,"up","up","down","up",4,3,"up","3/4"
"ZEB2","down","up","down","down","up",5,3,"down","3/5"
"ZER1","down","down","up","down","down",5,4,"down","4/5"
"ZFAND1","down","up","up","up","up",5,4,"up","4/5"
"ZFAND2A","down","down","up","up","down",5,3,"down","3/5"
"ZFAND2B","up","down","up","down","down",5,3,"down","3/5"
"ZFAND3","down","down","up","down","down",5,4,"down","4/5"
"ZFAND4","down","up","up","up","up",5,4,"up","4/5"
"ZFAND5","down","down","up","down","down",5,4,"down","4/5"
"ZFAND6","down","up","down","up","up",5,3,"up","3/5"
"ZFAS1","down","up","down","up","up",5,3,"up","3/5"
"ZFAT","down","down","up","up","down",5,3,"down","3/5"
"ZFC3H1","down","up","down","up","up",5,3,"up","3/5"
"ZFHX2","down","down","up","up","down",5,3,"down","3/5"
"ZFHX3","down","down","down","down","up",5,4,"down","4/5"
"ZFHX4","down","down","down","up","up",5,3,"down","3/5"
"ZFHX4-AS1","up","down","up","down","up",5,3,"up","3/5"
"ZFP1","up","up","down","up","down",5,3,"up","3/5"
"ZFP14","up","up","down","down","up",5,3,"up","3/5"
"ZFP2","up","up","down","down","up",5,3,"up","3/5"
"ZFP28","up","up","down","up","up",5,4,"up","4/5"
"ZFP3","down","up","down","up","up",5,3,"up","3/5"
"ZFP30","down","up","down","up","up",5,3,"up","3/5"
"ZFP36","down","down","up","down","up",5,3,"down","3/5"
"ZFP36L1","up","down","down","down","up",5,3,"down","3/5"
"ZFP36L2","down","down","down","up","up",5,3,"down","3/5"
"ZFP37","up","up","down","down","up",5,3,"up","3/5"
"ZFP41","up","down","up","up","down",5,3,"up","3/5"
"ZFP42","up","up","up","down","down",5,3,"up","3/5"
"ZFP57","up","down","up","up","down",5,3,"up","3/5"
"ZFP62","up","up","down","up","up",5,4,"up","4/5"
"ZFP64","down","down","up","up","down",5,3,"down","3/5"
"ZFP69","down","up","up","down","up",5,3,"up","3/5"
"ZFP69B","down","up","up","up","up",5,4,"up","4/5"
"ZFP82","up","up","down","down","up",5,3,"up","3/5"
"ZFP90","down","up","down","down","up",5,3,"down","3/5"
"ZFP91","up","up","up","up","up",5,5,"up","5/5"
"ZFP92",NA,"down","down","up","up",4,2,"tie","2/4"
"ZFPL1","up","down","up","down","down",5,3,"down","3/5"
"ZFPM1","up","down","up","up","down",5,3,"up","3/5"
"ZFPM2","up","up","down","down","up",5,3,"up","3/5"
"ZFR","down","up","up","up","up",5,4,"up","4/5"
"ZFR2","up","up","up","up","down",5,4,"up","4/5"
"ZFX","up","up","up","up","up",5,5,"up","5/5"
"ZFY","up","down","down","up","up",5,3,"up","3/5"
"ZFYVE1","down","up","down","down","up",5,3,"down","3/5"
"ZFYVE16","up","up","down","down","up",5,3,"up","3/5"
"ZFYVE19","up","up","up","up","up",5,5,"up","5/5"
"ZFYVE21","down","down","up","down","up",5,3,"down","3/5"
"ZFYVE26","down","up","up","down","up",5,3,"up","3/5"
"ZFYVE27","up","up","down","down","down",5,3,"down","3/5"
"ZFYVE28","up","down","down","up","down",5,3,"down","3/5"
"ZFYVE9","down","up","down","up","up",5,3,"up","3/5"
"ZG16","up","up","down","down","down",5,3,"down","3/5"
"ZG16B","up","down","up","up","down",5,3,"up","3/5"
"ZGLP1",NA,"up","up","down","down",4,2,"tie","2/4"
"ZGPAT","up","down","down","down","down",5,4,"down","4/5"
"ZGRF1","up","up","up","up","up",5,5,"up","5/5"
"ZHX1","down","down","down","up","up",5,3,"down","3/5"
"ZHX1-C8orf76",NA,"down","up","up","down",4,2,"tie","2/4"
"ZHX2","down","up","down","down","up",5,3,"down","3/5"
"ZHX3","up","down","down","down","down",5,4,"down","4/5"
"ZIC1","up","up","down","up","down",5,3,"up","3/5"
"ZIC2","up","up","up","up","down",5,4,"up","4/5"
"ZIC3","up","down","down","up","down",5,3,"down","3/5"
"ZIC4","down","up","down","up","down",5,3,"down","3/5"
"ZIC5","up","down","up","up","down",5,3,"up","3/5"
"ZIK1","down","down","down","down","down",5,5,"down","5/5"
"ZIM2","up","down","up","down","up",5,3,"up","3/5"
"ZIM3","up","down","up","down","down",5,3,"down","3/5"
"ZKSCAN1","down","up","down","up","up",5,3,"up","3/5"
"ZKSCAN2","up","up","up","down","up",5,4,"up","4/5"
"ZKSCAN3","down","up","up","up","down",5,3,"up","3/5"
"ZKSCAN4","up","up","up","up","down",5,4,"up","4/5"
"ZKSCAN5","down","up","up","up","down",5,3,"up","3/5"
"ZKSCAN7","up","up","down","down","down",5,3,"down","3/5"
"ZKSCAN8","up","up","down","up","up",5,4,"up","4/5"
"ZMAT1","down","up","up","up","up",5,4,"up","4/5"
"ZMAT2","up","up","down","down","up",5,3,"up","3/5"
"ZMAT3","down","up","down","down","up",5,3,"down","3/5"
"ZMAT4","up","up","up","down","up",5,4,"up","4/5"
"ZMAT5","up","up","up","down","up",5,4,"up","4/5"
"ZMIZ1","down","down","down","down","up",5,4,"down","4/5"
"ZMIZ1-AS1",NA,"up","up","down","down",4,2,"tie","2/4"
"ZMIZ2","down","down","up","up","down",5,3,"down","3/5"
"ZMPSTE24","up","down","down","up","up",5,3,"up","3/5"
"ZMYM1","up","up","up","up","up",5,5,"up","5/5"
"ZMYM2","down","up","down","up","up",5,3,"up","3/5"
"ZMYM3","up","down","up","down","down",5,3,"down","3/5"
"ZMYM4","down","up","down","up","up",5,3,"up","3/5"
"ZMYM5","down","down","down","up","up",5,3,"down","3/5"
"ZMYM6","up","up","down","down","down",5,3,"down","3/5"
"ZMYND10","up","down","up","down","down",5,3,"down","3/5"
"ZMYND11","down","down","down","down","up",5,4,"down","4/5"
"ZMYND12","down","up","up","down","up",5,3,"up","3/5"
"ZMYND15","down","down","down","up","down",5,4,"down","4/5"
"ZMYND19","up","down","up","up","down",5,3,"up","3/5"
"ZMYND8","down","up","down","down","up",5,3,"down","3/5"
"ZNF10","down","up","down","up","up",5,3,"up","3/5"
"ZNF100","down","up","down","up","up",5,3,"up","3/5"
"ZNF101","up","up","down","down","down",5,3,"down","3/5"
"ZNF106","down","up","up","down","up",5,3,"up","3/5"
"ZNF107","down","up","down","up","up",5,3,"up","3/5"
"ZNF112","up","up","up","up","up",5,5,"up","5/5"
"ZNF114","up","up","down","down","up",5,3,"up","3/5"
"ZNF117","down","up","down","up","up",5,3,"up","3/5"
"ZNF12","down","up","down","up","up",5,3,"up","3/5"
"ZNF121","down","up","up","up","down",5,3,"up","3/5"
"ZNF124","down","up","up","down","up",5,3,"up","3/5"
"ZNF131","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF132","down","up","up","up","down",5,3,"up","3/5"
"ZNF133","up","up","down","down","down",5,3,"down","3/5"
"ZNF134","down","up","down","down","up",5,3,"down","3/5"
"ZNF135","up","down","down","up","up",5,3,"up","3/5"
"ZNF136","down","up","down","down","up",5,3,"down","3/5"
"ZNF137P","down","up","up","up","up",5,4,"up","4/5"
"ZNF138","down","up","down","up","up",5,3,"up","3/5"
"ZNF14","down","up","down","down","up",5,3,"down","3/5"
"ZNF140","down","up","down","up","up",5,3,"up","3/5"
"ZNF141","down","up","down","up","up",5,3,"up","3/5"
"ZNF142","up","down","up","up","down",5,3,"up","3/5"
"ZNF143","down","down","up","down","up",5,3,"down","3/5"
"ZNF146","down","up","down","up","up",5,3,"up","3/5"
"ZNF148","down","up","down","up","up",5,3,"up","3/5"
"ZNF154","up","up","down","down","down",5,3,"down","3/5"
"ZNF155","up","up","up","down","down",5,3,"up","3/5"
"ZNF157","down","down","down","down","down",5,5,"down","5/5"
"ZNF16","down","down","down","down","down",5,5,"down","5/5"
"ZNF160","down","up","down","down","down",5,4,"down","4/5"
"ZNF165","up","up","up","up","down",5,4,"up","4/5"
"ZNF169","up","down","up","down","down",5,3,"down","3/5"
"ZNF17","down","up","up","up","down",5,3,"up","3/5"
"ZNF174","down","up","up","down","up",5,3,"up","3/5"
"ZNF175","up","up","down","down","up",5,3,"up","3/5"
"ZNF177","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF18","down","up","down","down","up",5,3,"down","3/5"
"ZNF180","up","up","up","up","down",5,4,"up","4/5"
"ZNF181","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF182","down","up","down","up","up",5,3,"up","3/5"
"ZNF184","up","up","up","up","up",5,5,"up","5/5"
"ZNF185","down","up","up","up","up",5,4,"up","4/5"
"ZNF189","down","up","up","up","up",5,4,"up","4/5"
"ZNF19","up","up","down","up","down",5,3,"up","3/5"
"ZNF195","down","up","up","up","up",5,4,"up","4/5"
"ZNF197","down","up","down","up","up",5,3,"up","3/5"
"ZNF2","down","up","up","down","down",5,3,"down","3/5"
"ZNF20","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF200","down","down","up","up","down",5,3,"down","3/5"
"ZNF202","up","up","up","up","down",5,4,"up","4/5"
"ZNF204P",NA,"up","up","up","up",4,4,"up","4/4"
"ZNF205","down","down","up","up","down",5,3,"down","3/5"
