"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582","n_cohorts","n_concordant","direction_consensus","concordance"
"NOL11","down","up","down","up","down",5,3,"down","3/5"
"NOL12","down","down","up","up","down",5,3,"down","3/5"
"NOL3","up","down","up","down","up",5,3,"up","3/5"
"NOL4","down","down","up","up","down",5,3,"down","3/5"
"NOL4L","up","down","down","down","down",5,4,"down","4/5"
"NOL6","up","down","up","down","down",5,3,"down","3/5"
"NOL7","up","down","down","up","down",5,3,"down","3/5"
"NOL8","down","up","up","up","up",5,4,"up","4/5"
"NOL9","up","up","up","down","up",5,4,"up","4/5"
"NOLC1","up","down","up","up","down",5,3,"up","3/5"
"NOM1","down","down","up","up","down",5,3,"down","3/5"
"NOMO1","down",NA,NA,NA,NA,1,1,"down","1/1"
"NOMO3",NA,"up","down","down","down",4,3,"down","3/4"
"NONO","down","up","up","up","up",5,4,"up","4/5"
"NOP10","up","up","up","down","up",5,4,"up","4/5"
"NOP14","up","down","up","up","up",5,4,"up","4/5"
"NOP14-AS1","up","down","up","up","down",5,3,"up","3/5"
"NOP16",NA,"down","down","up","down",4,3,"down","3/4"
"NOP2","up","down","up","up","down",5,3,"up","3/5"
"NOP56","up",NA,NA,NA,NA,1,1,"up","1/1"
"NOP58","up","up","down","up","up",5,4,"up","4/5"
"NOP9","up","down","up","down","down",5,3,"down","3/5"
"NORAD","down","up","down","up","up",5,3,"up","3/5"
"NOS1","down","down","up","down","down",5,4,"down","4/5"
"NOS1AP","up","down","down","up","down",5,3,"down","3/5"
"NOS2","down","down","up","up","down",5,3,"down","3/5"
"NOS3","up","down","up","up","down",5,3,"up","3/5"
"NOSIP","up","down","down","down","down",5,4,"down","4/5"
"NOSTRIN","down","down","up","up","up",5,3,"up","3/5"
"NOTCH1","down","down","up","up","down",5,3,"down","3/5"
"NOTCH2","down","up","up","down","up",5,3,"up","3/5"
"NOTCH2NL","down","up","down","down","up",5,3,"down","3/5"
"NOTCH3","up","down","up","down","down",5,3,"down","3/5"
"NOTCH4","up","up","up","down","up",5,4,"up","4/5"
"NOTUM","down","up","down","up","up",5,3,"up","3/5"
"NOV","up","down","up","up","up",5,4,"up","4/5"
"NOVA1","up","down","down","down","up",5,3,"down","3/5"
"NOVA2","down","up","down","down","down",5,4,"down","4/5"
"NOX1","down","up","down","up","down",5,3,"down","3/5"
"NOX3","up","up","down","up","down",5,3,"up","3/5"
"NOX4","up","up","down","down","up",5,3,"up","3/5"
"NOX5","down","down","up","down","down",5,4,"down","4/5"
"NOXA1","up","down","up","down","down",5,3,"down","3/5"
"NOXO1","up","down","down","up","down",5,3,"down","3/5"
"NOXRED1","up","up","down","up","down",5,3,"up","3/5"
"NPAP1","up","up","down","down","down",5,3,"down","3/5"
"NPAS1","up","up","up","down","down",5,3,"up","3/5"
"NPAS2","down","down","up","up","down",5,3,"down","3/5"
"NPAS3","up","down","up","down","up",5,3,"up","3/5"
"NPAS4","up","down","up","down","down",5,3,"down","3/5"
"NPAT","up","up","up","up","up",5,5,"up","5/5"
"NPB","down","up","up","down","down",5,3,"down","3/5"
"NPBWR1","down","down","down","down","down",5,5,"down","5/5"
"NPBWR2","down","down","up","down","down",5,4,"down","4/5"
"NPC1","up","up","up","down","down",5,3,"up","3/5"
"NPC1L1","up","up","up","up","down",5,4,"up","4/5"
"NPC2","up","up","up","down","up",5,4,"up","4/5"
"NPCDR1","down","down","down","up","up",5,3,"down","3/5"
"NPDC1","up","down","down","down","down",5,4,"down","4/5"
"NPEPL1","up","down","down","down","down",5,4,"down","4/5"
"NPEPPS","down","up","up","up","down",5,3,"up","3/5"
"NPFF","up","up","down","down","up",5,3,"up","3/5"
"NPFFR1","up","down","down","down","down",5,4,"down","4/5"
"NPFFR2","up","up","up","up","down",5,4,"up","4/5"
"NPHP1","up","down","down","down","up",5,3,"down","3/5"
"NPHP3","down","up","down","down","up",5,3,"down","3/5"
"NPHP3-ACAD11",NA,"up","down","up","up",4,3,"up","3/4"
"NPHP3-AS1",NA,"down","up","down","up",4,2,"tie","2/4"
"NPHP4","down","up","up","up","down",5,3,"up","3/5"
"NPHS1","down","up","down","down","down",5,4,"down","4/5"
"NPHS2","up","down","up","up","down",5,3,"up","3/5"
"NPIPA1","down","down","up","up","up",5,3,"up","3/5"
"NPIPA5",NA,"up","down","up","down",4,2,"tie","2/4"
"NPIPB15",NA,"down","down","down","down",4,4,"down","4/4"
"NPIPB3","down",NA,NA,NA,NA,1,1,"down","1/1"
"NPIPB5","up",NA,NA,NA,NA,1,1,"up","1/1"
"NPIPB9","down",NA,NA,NA,NA,1,1,"down","1/1"
"NPL","up","up","up","down","up",5,4,"up","4/5"
"NPLOC4","down","up","up","down","up",5,3,"up","3/5"
"NPM1","up","up","down","up","up",5,4,"up","4/5"
"NPM2","down","down","up","down","down",5,4,"down","4/5"
"NPM3","up","up","up","up","down",5,4,"up","4/5"
"NPNT","up","up","up","up","down",5,4,"up","4/5"
"NPPA","up","down","down","up","down",5,3,"down","3/5"
"NPPB","up","down","up","down","down",5,3,"down","3/5"
"NPPC","up","down","up","up","down",5,3,"up","3/5"
"NPR1","down","down","down","down","down",5,5,"down","5/5"
"NPR2","down","down","down","down","up",5,4,"down","4/5"
"NPR3","up","up","down","down","up",5,3,"up","3/5"
"NPRL2","up","down","down","up","down",5,3,"down","3/5"
"NPRL3","up","down","up","up","down",5,3,"up","3/5"
"NPSA","up","down","up","down","up",5,3,"up","3/5"
"NPSR1","up",NA,NA,NA,NA,1,1,"up","1/1"
"NPSR1-AS1",NA,"down","up","up","down",4,2,"tie","2/4"
"NPTN","up","up","up","down","up",5,4,"up","4/5"
"NPTN-IT1",NA,"down","down","down","up",4,3,"down","3/4"
"NPTX1","down","up","down","down","up",5,3,"down","3/5"
"NPTX2","down","down","down","up","down",5,4,"down","4/5"
"NPTXR","down","down","down","down","down",5,5,"down","5/5"
"NPVF","up","down","up","down","up",5,3,"up","3/5"
"NPW","up","up","up","up","down",5,4,"up","4/5"
"NPY","down","down","down","down","down",5,5,"down","5/5"
"NPY1R","up","up","up","up","up",5,5,"up","5/5"
"NPY2R","up","up","down","down","down",5,3,"down","3/5"
"NPY4R","up",NA,NA,NA,NA,1,1,"up","1/1"
"NPY5R","up","down","down","up","up",5,3,"up","3/5"
"NPY6R","up","down","down","up","down",5,3,"down","3/5"
"NQO1","down","down","down","up","up",5,3,"down","3/5"
"NQO2","up","down","up","up","down",5,3,"up","3/5"
"NR0B1","up","up","up","down","down",5,3,"up","3/5"
"NR0B2","down","up","up","up","up",5,4,"up","4/5"
"NR1D1","up","down","down","down","down",5,4,"down","4/5"
"NR1D2","down","up","down","down","up",5,3,"down","3/5"
"NR1H2","down","down","up","down","down",5,4,"down","4/5"
"NR1H3","up","up","down","down","down",5,3,"down","3/5"
"NR1H4","down","up","down","up","down",5,3,"down","3/5"
"NR1I2","down","up","down","up","down",5,3,"down","3/5"
"NR1I3","down","up","up","down","down",5,3,"down","3/5"
"NR2C1","up","up","up","up","down",5,4,"up","4/5"
"NR2C2","up","down","up","up","up",5,4,"up","4/5"
"NR2C2AP","up","down","down","up","down",5,3,"down","3/5"
"NR2E1","up","down","up","up","down",5,3,"up","3/5"
"NR2E3","up","down","down","up","up",5,3,"up","3/5"
"NR2F1","up","up","down","down","up",5,3,"up","3/5"
"NR2F1-AS1","up","up","down","down","up",5,3,"up","3/5"
"NR2F2","up","up","up","down","up",5,4,"up","4/5"
"NR2F2-AS1","down","up","down","up","up",5,3,"up","3/5"
"NR2F6","up","down","down","up","down",5,3,"down","3/5"
"NR3C1","down","up","down","down","up",5,3,"down","3/5"
"NR3C2","down","down","up","up","down",5,3,"down","3/5"
"NR4A1","down","down","down","down","up",5,4,"down","4/5"
"NR4A2","up","down","up","down","up",5,3,"up","3/5"
"NR4A3","down","down","up","down","up",5,3,"down","3/5"
"NR5A1","up","down","up","down","down",5,3,"down","3/5"
"NR5A2","up","up","down","up","up",5,4,"up","4/5"
"NR6A1","down","up","up","up","down",5,3,"up","3/5"
"NRAP","up","down","down","up","down",5,3,"down","3/5"
"NRARP",NA,"down","up","up","down",4,2,"tie","2/4"
"NRAS","down","up","up","up","up",5,4,"up","4/5"
"NRAV","down","up","up","up","up",5,4,"up","4/5"
"NRBF2","down","up","up","down","down",5,3,"down","3/5"
"NRBP1","up","down","up","down","down",5,3,"down","3/5"
"NRBP2","up",NA,NA,NA,NA,1,1,"up","1/1"
"NRCAM","down","down","up","up","up",5,3,"up","3/5"
"NRDC","down","up","down","down","up",5,3,"down","3/5"
"NRDE2","up","up","up","down","down",5,3,"up","3/5"
"NREP","down","down","down","down","up",5,4,"down","4/5"
"NRF1","down","up","down","up","down",5,3,"down","3/5"
"NRG1","up","up","up","up","down",5,4,"up","4/5"
"NRG1-IT1",NA,"down","down","up","down",4,3,"down","3/4"
"NRG2","up","down","up","down","up",5,3,"up","3/5"
"NRG3","up","up","down","down","down",5,3,"down","3/5"
"NRG4","down","up","up","down","down",5,3,"down","3/5"
"NRGN","up","down","up","up","up",5,4,"up","4/5"
"NRIP1","down","up","down","up","up",5,3,"up","3/5"
"NRIP2","down","down","down","down","up",5,4,"down","4/5"
"NRIP3","up","up","up","down","up",5,4,"up","4/5"
"NRK",NA,"down","up","down","up",4,2,"tie","2/4"
"NRL","down","down","up","down","down",5,4,"down","4/5"
"NRM","up","down","up","down","down",5,3,"down","3/5"
"NRN1","up","down","down","down","down",5,4,"down","4/5"
"NRN1L","up",NA,NA,NA,NA,1,1,"up","1/1"
"NRP1","up","up","down","down","up",5,3,"up","3/5"
"NRP2","down","up","down","down","up",5,3,"down","3/5"
"NRROS","down","up","down","down","down",5,4,"down","4/5"
"NRSN1","down","down","up","up","up",5,3,"up","3/5"
"NRSN2","down","down","down","down","up",5,4,"down","4/5"
"NRSN2-AS1",NA,"up","up","up","up",4,4,"up","4/4"
"NRTN","up","up","up","down","down",5,3,"up","3/5"
"NRXN1","down","down","down","down","down",5,5,"down","5/5"
"NRXN2","down","up","down","down","down",5,4,"down","4/5"
"NRXN3","down","up","up","down","up",5,3,"up","3/5"
"NSA2","down","up","down","up","up",5,3,"up","3/5"
"NSAP11",NA,"down","up","down","up",4,2,"tie","2/4"
"NSD1","down","up","up","up","up",5,4,"up","4/5"
"NSDHL","up","down","up","up","down",5,3,"up","3/5"
"NSF","down","down","up","up","up",5,3,"up","3/5"
"NSFL1C","up","up","up","down","down",5,3,"up","3/5"
"NSG1","down","down","up","up","up",5,3,"up","3/5"
"NSL1","down","up","up","down","up",5,3,"up","3/5"
"NSMAF","down","down","down","down","up",5,4,"down","4/5"
"NSMCE1","up","up","down","down","up",5,3,"up","3/5"
"NSMCE2","up","up","down","down","down",5,3,"down","3/5"
"NSMCE3","up","up","up","down","up",5,4,"up","4/5"
"NSMCE4A","down","up","up","up","down",5,3,"up","3/5"
"NSMF","up","down","down","down","down",5,4,"down","4/5"
"NSRP1","down","up","up","up","up",5,4,"up","4/5"
"NSUN2","up","down","up","up","down",5,3,"up","3/5"
"NSUN3","down","down","down","up","down",5,4,"down","4/5"
"NSUN4","up","up","up","up","up",5,5,"up","5/5"
"NSUN5","up","down","down","up","down",5,3,"down","3/5"
"NSUN5P1",NA,"down","down","up","down",4,3,"down","3/4"
"NSUN5P2","up","down","down","up","up",5,3,"up","3/5"
"NSUN6","up","up","down","down","up",5,3,"up","3/5"
"NSUN7","down","up","up","up","up",5,4,"up","4/5"
"NT5C","up","up","up","up","down",5,4,"up","4/5"
"NT5C1A","up","down","up","down","down",5,3,"down","3/5"
"NT5C1B","up",NA,NA,NA,NA,1,1,"up","1/1"
"NT5C1B-RDH14",NA,"down","up","down","down",4,3,"down","3/4"
"NT5C2","down","down","down","down","up",5,4,"down","4/5"
"NT5C3A","up","down","up","up","down",5,3,"up","3/5"
"NT5C3B","down","up","down","up","up",5,3,"up","3/5"
"NT5DC1","down","up","up","up","up",5,4,"up","4/5"
"NT5DC2","up","down","up","up","down",5,3,"up","3/5"
"NT5DC3","up","up","down","down","down",5,3,"down","3/5"
"NT5DC4",NA,"up","down","down","down",4,3,"down","3/4"
"NT5E","down","up","up","down","up",5,3,"up","3/5"
"NT5M","up","up","down","up","down",5,3,"up","3/5"
"NTAN1","down","down","down","down","down",5,5,"down","5/5"
"NTF3","up","up","up","down","down",5,3,"up","3/5"
"NTF4","up",NA,NA,NA,NA,1,1,"up","1/1"
"NTHL1","up","down","up","up","down",5,3,"up","3/5"
"NTM","down","down","up","down","down",5,4,"down","4/5"
"NTM-AS1","up",NA,NA,NA,NA,1,1,"up","1/1"
"NTMT1","up","up","down","down","down",5,3,"down","3/5"
"NTN1","down","down","down","down","down",5,5,"down","5/5"
"NTN3","up","down","up","down","down",5,3,"down","3/5"
"NTN4","down","up","up","down","down",5,3,"down","3/5"
"NTN5","up","down","up","down","down",5,3,"down","3/5"
"NTNG1","down","up","down","up","up",5,3,"up","3/5"
"NTNG2","down","down","down","down","down",5,5,"down","5/5"
"NTPCR","down","down","down","up","down",5,4,"down","4/5"
"NTRK1","up","down","up","up","down",5,3,"up","3/5"
"NTRK2","up","down","up","down","up",5,3,"up","3/5"
"NTRK3","up","down","up","down","up",5,3,"up","3/5"
"NTRK3-AS1",NA,"down","down","down","down",4,4,"down","4/4"
"NTS","up","up","up","down","down",5,3,"up","3/5"
"NTSR1","up","up","up","down","up",5,4,"up","4/5"
"NTSR2","up","down","up","up","up",5,4,"up","4/5"
"NUAK1","up","down","down","down","up",5,3,"down","3/5"
"NUAK2","down","down","up","up","down",5,3,"down","3/5"
"NUB1","down","down","down","down","down",5,5,"down","5/5"
"NUBP1","up","down","up","down","down",5,3,"down","3/5"
"NUBP2","up","down","up","down","down",5,3,"down","3/5"
"NUBPL","up","up","down","up","up",5,4,"up","4/5"
"NUCB1","down","down","down","down","down",5,5,"down","5/5"
"NUCB2","up","up","up","down","down",5,3,"up","3/5"
"NUCKS1","up","up","up","up","up",5,5,"up","5/5"
"NUDC","up","down","up","down","down",5,3,"down","3/5"
"NUDCD1","up","up","down","up","up",5,4,"up","4/5"
"NUDCD2","down","up","down","down","down",5,4,"down","4/5"
"NUDCD3","down","down","up","up","down",5,3,"down","3/5"
"NUDT1","up","down","down","up","down",5,3,"down","3/5"
"NUDT10","up","down","up","down","up",5,3,"up","3/5"
"NUDT11","up","down","down","down","up",5,3,"down","3/5"
"NUDT12","up","up","down","down","down",5,3,"down","3/5"
"NUDT13","down","up","down","up","up",5,3,"up","3/5"
"NUDT14","down","up","up","down","down",5,3,"down","3/5"
"NUDT15","up","down","up","up","down",5,3,"up","3/5"
"NUDT16","up","up","up","down","down",5,3,"up","3/5"
"NUDT16L1","up","down","down","up","down",5,3,"down","3/5"
"NUDT16P1","up","up","up","up","down",5,4,"up","4/5"
"NUDT17",NA,"down","up","down","down",4,3,"down","3/4"
"NUDT18","down","down","down","down","down",5,5,"down","5/5"
"NUDT19","down","down","up","up","down",5,3,"down","3/5"
"NUDT2","down","down","down","down","down",5,5,"down","5/5"
"NUDT21","down","down","up","up","down",5,3,"down","3/5"
"NUDT22","up","down","down","up","down",5,3,"down","3/5"
"NUDT3","down","down","down","down","up",5,4,"down","4/5"
"NUDT4","down","up","down","down","down",5,4,"down","4/5"
"NUDT4P1",NA,"up","up","up","down",4,3,"up","3/4"
"NUDT5","up","down","down","up","down",5,3,"down","3/5"
"NUDT6","down","up","down","up","down",5,3,"down","3/5"
"NUDT7","down","up","up","up","down",5,3,"up","3/5"
"NUDT8","up",NA,NA,NA,NA,1,1,"up","1/1"
"NUDT9","down","up","up","up","down",5,3,"up","3/5"
"NUDT9P1","down","down","down","up","down",5,4,"down","4/5"
"NUF2","up","down","up","up","up",5,4,"up","4/5"
"NUFIP1","down","down","down","up","up",5,3,"down","3/5"
"NUFIP2","down","up","down","up","up",5,3,"up","3/5"
"NUMA1","down","up","up","down","down",5,3,"down","3/5"
"NUMB","down","up","up","down","up",5,3,"up","3/5"
"NUMBL","up","down","down","down","up",5,3,"down","3/5"
"NUP107","down","up","up","up","down",5,3,"up","3/5"
"NUP133","down","down","up","up","down",5,3,"down","3/5"
"NUP153","down","up","down","up","up",5,3,"up","3/5"
"NUP155","up","up","up","up","down",5,4,"up","4/5"
"NUP160","up","up","up","up","down",5,4,"up","4/5"
"NUP188","down","down","up","up","down",5,3,"down","3/5"
"NUP205","down","up","up","up","down",5,3,"up","3/5"
"NUP210","up","up","up","up","down",5,4,"up","4/5"
"NUP210L","up","down","down","down","up",5,3,"down","3/5"
"NUP210P1","up","down","up","down","down",5,3,"down","3/5"
"NUP214","up","down","up","down","down",5,3,"down","3/5"
"NUP35","up","up","up","up","down",5,4,"up","4/5"
"NUP37","up","up","up","up","down",5,4,"up","4/5"
"NUP43","down","up","down","up","down",5,3,"down","3/5"
"NUP50","up","down","up","up","down",5,3,"up","3/5"
"NUP50-AS1",NA,"down","up","down","down",4,3,"down","3/4"
"NUP54","down","up","up","up","up",5,4,"up","4/5"
"NUP58","down","down","down","up","up",5,3,"down","3/5"
"NUP62","up","down","up","down","down",5,3,"down","3/5"
"NUP62CL","up","down","up","up","down",5,3,"up","3/5"
"NUP85","up","up","up","up","down",5,4,"up","4/5"
"NUP88","down","up","up","up","down",5,3,"up","3/5"
"NUP93","up","down","up","down","down",5,3,"down","3/5"
"NUP98","up","down","up","up","down",5,3,"up","3/5"
"NUPL2","down","up","down","up","down",5,3,"down","3/5"
"NUPR1","up","down","down","down","up",5,3,"down","3/5"
"NUPR2","down",NA,NA,NA,NA,1,1,"down","1/1"
"NUS1","up","up","up","up","down",5,4,"up","4/5"
"NUS1P3",NA,"up","up","up","down",4,3,"up","3/4"
"NUSAP1","up","down","up","up","down",5,3,"up","3/5"
"NUTF2","down",NA,NA,NA,NA,1,1,"down","1/1"
"NUTF2P4",NA,"down","down","down","down",4,4,"down","4/4"
"NUTM1","up","down","down","down","down",5,4,"down","4/5"
"NUTM2A","up",NA,NA,NA,NA,1,1,"up","1/1"
"NUTM2A-AS1","down","up","down","up","up",5,3,"up","3/5"
"NUTM2B",NA,"down","down","down","down",4,4,"down","4/4"
"NUTM2B-AS1","down","up","up","up","up",5,4,"up","4/5"
"NUTM2G",NA,"down","down","up","down",4,3,"down","3/4"
"NVL","up","up","down","up","up",5,4,"up","4/5"
"NWD2","up","up","up","down","down",5,3,"up","3/5"
"NXF1","up","up","up","up","up",5,5,"up","5/5"
"NXF2","down",NA,NA,NA,NA,1,1,"down","1/1"
"NXF2B",NA,"down","up","down","down",4,3,"down","3/4"
"NXF3","down","down","up","up","down",5,3,"down","3/5"
"NXF5","down","up","up","down","down",5,3,"down","3/5"
"NXN","down","down","down","down","up",5,4,"down","4/5"
"NXNL1","up","down","up","up","up",5,4,"up","4/5"
"NXNL2","up","up","up","down","down",5,3,"up","3/5"
"NXPE1","up","down","down","up","down",5,3,"down","3/5"
"NXPE2","up",NA,NA,NA,NA,1,1,"up","1/1"
"NXPE3","down","up","up","down","down",5,3,"down","3/5"
"NXPE4","down","down","down","up","down",5,4,"down","4/5"
"NXPH1","up","down","up","down","down",5,3,"down","3/5"
"NXPH2","up","down","down","down","down",5,4,"down","4/5"
"NXPH3","down","up","down","down","up",5,3,"down","3/5"
"NXPH4","up","down","up","up","down",5,3,"up","3/5"
"NXT1","up","down","down","down","down",5,4,"down","4/5"
"NXT2","down","up","up","up","up",5,4,"up","4/5"
"NYAP1","up","down","up","down","down",5,3,"down","3/5"
"NYAP2","up","down","down","up","up",5,3,"up","3/5"
"NYNRIN","down","down","up","up","up",5,3,"up","3/5"
"NYX","up","down","up","down","down",5,3,"down","3/5"
"Ndufaf4",NA,"up","up","down","up",4,3,"up","3/4"
"OAF","up","down","up","up","down",5,3,"up","3/5"
"OARD1","down","up","up","up","up",5,4,"up","4/5"
"OAS1","up","down","up","down","down",5,3,"down","3/5"
"OAS2","down","down","up","down","down",5,4,"down","4/5"
"OAS3","down","down","up","down","down",5,4,"down","4/5"
"OASL","down","down","up","down","down",5,4,"down","4/5"
"OAT","down","up","down","up","up",5,3,"up","3/5"
"OAZ1","up","down","up","down","down",5,3,"down","3/5"
"OAZ2","up","up","down","down","up",5,3,"up","3/5"
"OAZ3","up","down","up","down","down",5,3,"down","3/5"
"OBFC1","up","up","up","down","up",5,4,"up","4/5"
"OBP2A","down","up","up","down","down",5,3,"down","3/5"
"OBP2B","up","up","down","down","down",5,3,"down","3/5"
"OBSCN","up","down","up","up","down",5,3,"up","3/5"
"OBSL1","down","up","up","down","up",5,3,"up","3/5"
"OCA2","up","down","up","up","down",5,3,"up","3/5"
"OCEL1","up","up","down","down","down",5,3,"down","3/5"
"OCIAD1","up","up","up","up","up",5,5,"up","5/5"
"OCIAD2","up","down","up","up","up",5,4,"up","4/5"
"OCLM","down","down","up","down","up",5,3,"down","3/5"
"OCLN","down","up","up","up","down",5,3,"up","3/5"
"OCM2","down","down","up","down","down",5,4,"down","4/5"
"OCR1","down","down","down","up","up",5,3,"down","3/5"
"OCRL","down","up","up","up","up",5,4,"up","4/5"
"ODAM","down","up","down","down","up",5,3,"down","3/5"
"ODC1","up","down","up","up","down",5,3,"up","3/5"
"ODF1","up","up","down","down","down",5,3,"down","3/5"
"ODF2","down","down","up","down","down",5,4,"down","4/5"
"ODF2L","down","up","down","up","down",5,3,"down","3/5"
"ODF3","down","down","down","down","down",5,5,"down","5/5"
"ODF3B",NA,"down","up","down","down",4,3,"down","3/4"
"ODF3L1","up","down","down","up","down",5,3,"down","3/5"
"ODF3L2","up","down","up","up","down",5,3,"up","3/5"
