"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582"
"IGKC /// IGKV1-5 /// IGKV1-5 /// IGL@",NA,"up","up","down","down"
"LOC101927391",NA,"down","up","up","up"
"LOC100507562",NA,"down","down","up","down"
"RP11-217B1.2",NA,"down","down","down","down"
"LOC441124",NA,"down","down","up","up"
"LOC102723918",NA,"down","down","down","up"
"LOC101926934",NA,"down","up","down","down"
"RP1-170O19.14",NA,"down","down","up","down"
"LOC101927206",NA,"up","down","down","down"
"LOC440149",NA,"down","up","down","up"
"KRT18P50 /// KRT18P50",NA,"up","down","down","down"
"FIGF /// PIR-FIGF",NA,"down","up","up","down"
"MIR29A /// MIR29B1",NA,"down","down","up","down"
"ESPN /// ESPNP",NA,"up","down","down","down"
"PTCHD4",NA,"up","down","up","up"
"SSX2 /// SSX2B /// SSX3",NA,"down","down","up","down"
"LOC100293211",NA,"down","up","down","down"
"DHRS9",NA,"up","up","up","down"
"DQ592442",NA,"up","up","down","up"
"RP3-359N14.1",NA,"down","down","up","down"
"LOC101927657",NA,"down","down","up","down"
"RP11-138I17.1",NA,"down","up","up","up"
"CSH1 /// CSHL1 /// GH1 /// GH2",NA,"up","down","down","down"
"NSUN5P1 /// NSUN5P2",NA,"down","down","up","up"
"LOC101928417",NA,"up","up","down","down"
"TRAPPC2 /// TRAPPC2P1",NA,"up","up","down","up"
"LOC101927869",NA,"down","down","up","up"
"LOC102724689",NA,"up","up","down","up"
"C11orf85",NA,"down","down","up","up"
"ZNF571-AS1",NA,"up","up","down","up"
"NDUFV2-AS1",NA,"up","up","down","down"
"LOC101927599",NA,"down","down","up","up"
"LOC101927244",NA,"up","up","up","up"
"AC114752.3",NA,"up","up","down","down"
"LOC102723954 /// MESDC2",NA,"up","down","down","down"
"IGLC1 /// IGLJ3 /// IGLV2-14 /// IGLV@",NA,"up","up","down","down"
"LINC00654 /// LOC643406",NA,"down","down","up","down"
"LINC01364",NA,"down","down","up","up"
"AC106801.1",NA,"down","down","up","down"
"OR6B1",NA,"down","up","up","down"
"GLTSCR2 /// SNORD23",NA,"down","down","up","up"
"TUBB7P",NA,"up","down","down","down"
"AK025288",NA,"down","up","up","up"
"AL832909 /// LINC00984",NA,"up","up","down","up"
"C7orf73 /// LOC101930655",NA,"up","up","up","down"
"LOC339539",NA,"up","down","up","down"
"LZTS3",NA,"down","down","up","up"
"DLG1-AS1",NA,"down","down","up","down"
"LOC101928102 /// LOC102723678 /// LOC102723709",NA,"up","up","down","up"
"CTB-78F1.1",NA,"down","down","up","up"
"FAM84A /// LOC653602",NA,"up","down","up","down"
"LOC100132686",NA,"down","up","down","down"
"AC006538.1",NA,"down","up","up","down"
"ACOXL",NA,"down","down","up","down"
"EEF2K /// LOC101930123",NA,"down","up","down","up"
"RP11-1277A3.3",NA,"up","up","down","down"
"RPS16P5",NA,"down","down","down","up"
"MIR943 /// NELFA",NA,"up","down","up","up"
"LOC101927228",NA,"up","up","down","down"
"ERICH3-AS1",NA,"down","down","up","down"
"LINC00557",NA,"down","down","down","down"
"LOC101929526",NA,"up","down","up","down"
"LOC100996643 /// LOC101928195 /// MTHFD1L",NA,"up","up","up","up"
"ZNF470",NA,"up","down","up","up"
"LOC101559451",NA,"up","down","down","down"
"LOC100507516",NA,"up","down","down","up"
"AC011997.1 /// BC021693",NA,"down","down","up","up"
"C6orf57",NA,"down","up","up","up"
"LINC00969 /// SDHAP1 /// SDHAP2",NA,"up","down","down","down"
"CLDN12 /// LOC102723899",NA,"down","up","down","up"
"LINC01305",NA,"down","down","up","down"
"TMEM212",NA,"down","down","down","up"
"RP11-554D14.1",NA,"up","down","up","down"
"BC034444",NA,"down","up","down","up"
"LDHAL6CP /// LDHAL6CP",NA,"up","up","up","up"
"LOC283674",NA,"down","down","down","down"
"ELTD1",NA,"down","up","down","up"
"GPR144",NA,"down","down","up","down"
"FAM71F2",NA,"down","down","down","down"
"IGHG1 /// IGHM /// LOC102725426 /// MIR8071-1 /// MIR8071-2",NA,"up","up","down","down"
"OR2M4",NA,"up","down","up","up"
"ZXDB",NA,"up","up","up","up"
"LOC101928052",NA,"up","down","up","down"
"LOC101930306 /// RRN3 /// RRN3P1 /// RRN3P2",NA,"down","up","down","up"
"NBPF20",NA,"down","up","up","up"
"C12orf55",NA,"up","up","down","down"
"LOC101929312",NA,"up","down","down","down"
"LOC102724884 /// LOC728613 /// PDCD6",NA,"up","down","down","up"
"AMPD3 /// CAND1.11",NA,"down","down","up","down"
"RP6-201G10.2",NA,"up","up","down","up"
"LOC100996732 /// LOC100996735 /// LOC645166 /// LOC654342",NA,"down","up","up","down"
"LOC340017",NA,"down","up","down","up"
"AK026714 /// PELI1",NA,"up","down","down","up"
"SLC2A1-AS1",NA,"down","down","down","down"
"LOC101928676 /// MAEA",NA,"down","up","up","down"
"AF007147",NA,"up","up","down","up"
"MIR137 /// MIR137HG /// MIR2682",NA,"down","up","up","up"
"LOC728114",NA,"up","down","up","down"
"CCDC11",NA,"up","up","up","down"
"ZNF541",NA,"up","down","down","up"
"MGC40069 /// TRAC /// TRAJ17 /// TRAV20 /// TRDV2 /// YME1L1",NA,"up","down","down","down"
"LINC00616",NA,"up","up","down","up"
"ZBTB8B",NA,"down","down","down","down"
"IFNA5 /// IFNA6",NA,"up","up","down","down"
"RP11-369C8.1",NA,"down","down","down","down"
"LOC100131347",NA,"down","down","down","up"
"LINC00881",NA,"up","down","down","up"
"ZNF285 /// ZNF806",NA,"up","down","up","up"
"RP11-111M22.3",NA,"up","up","up","down"
"LOC158402 /// RP11-4O1.2",NA,"down","up","up","down"
"LOC101928730",NA,"down","up","up","down"
"LOC101928851",NA,"up","down","down","down"
"RP11-318A15.2",NA,"up","up","up","down"
"DQ570096",NA,"up","up","up","up"
"LOC100506446",NA,"down","down","up","down"
"AL832615 /// AX747639",NA,"down","up","down","down"
"LOC101929488",NA,"down","up","up","down"
"RP11-521O16.2",NA,"up","up","down","down"
"TAS2R43 /// TAS2R45",NA,"down","up","up","up"
"LOC440982 /// ZIC1",NA,"down","up","up","down"
"EGOT",NA,"up","down","up","down"
"RP3-406A7.7",NA,"up","down","up","down"
"C14orf180",NA,"up","down","down","down"
"ZNF474",NA,"down","down","down","down"
"AX747826",NA,"up","down","down","up"
"AC017104.6",NA,"down","down","down","down"
"LINC00973",NA,"down","up","down","up"
"HYPK /// MIR1282 /// SERF2 /// SERF2-C15ORF63",NA,"up","down","up","down"
"RP11-472K22.1",NA,"down","down","up","down"
"IFNA7",NA,"up","down","up","down"
"IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31",NA,"down","down","down","down"
"ATP6V1E2",NA,"up","down","up","down"
"RP11-161I6.2",NA,"down","up","down","up"
"RP11-222K16.1",NA,"down","up","down","up"
"FLJ32154",NA,"down","up","up","down"
"SMC5-AS1",NA,"up","up","down","down"
"OR7E2P",NA,"up","down","down","down"
"LOC79999",NA,"down","down","down","down"
"EMR1",NA,"up","up","up","down"
"LOC729870",NA,"up","up","up","down"
"BC034636 /// CTB-113P19.4",NA,"down","up","down","down"
"RP11-678G15.1",NA,"down","up","up","up"
"RP11-348B17.1",NA,"down","up","up","down"
"PRH1-PRR4 /// PRR4",NA,"up","up","down","down"
"LOC400748",NA,"down","down","up","up"
"LOC100271840",NA,"down","up","down","down"
"LOC101927331",NA,"up","down","down","up"
"DEFB105A /// DEFB105B",NA,"up","up","up","down"
"KRT8P11 /// KRT8P11",NA,"down","down","up","down"
"LOC101928669 /// LOC101930100 /// LOC644450",NA,"down","up","down","down"
"RPA3OS",NA,"down","down","down","down"
"CRYGEP",NA,"up","down","up","down"
"LINC00323",NA,"up","down","down","down"
"LOC101927482",NA,"up","up","down","up"
"KRT223P /// KRT223P",NA,"up","down","up","down"
"RP11-499E18.1",NA,"down","down","up","down"
"RP11-171I2.1",NA,"down","down","up","down"
"MIR29B2 /// MIR29C",NA,"down","up","down","up"
"RP11-710C12.1",NA,"down","down","up","down"
"IGKV1OR2-108 /// IGKV1OR2-108",NA,"up","down","down","down"
"RP11-134G8.8",NA,"down","up","down","up"
"LOC101060424 /// LOC653786 /// OTOA",NA,"down","down","down","down"
"LOC101060604 /// SLC7A5P1 /// SLC7A5P2",NA,"down","up","down","up"
"RP11-560A15.4",NA,"up","down","down","down"
"LINC00869 /// LOC100996741",NA,"up","down","down","up"
"AP001462.6",NA,"down","up","down","down"
"LOC102724905",NA,"up","down","down","up"
"FAM133B /// FAM133DP",NA,"down","up","up","up"
"NKX1-1",NA,"down","down","down","down"
"KIR2DL3",NA,"down","down","down","down"
"RP1-272E8.1",NA,"down","up","up","down"
"LOC100506498",NA,"down","up","up","up"
"ANKRD32",NA,"up","up","up","down"
"HNRNPH2 /// RPL36A-HNRNPH2",NA,"up","up","up","up"
"HLA-DQA1 /// LOC100509457",NA,"up","up","down","up"
"MYRFL",NA,"up","up","up","down"
"DKC1 /// MIR664B /// SNORA56",NA,"up","up","up","down"
"RPL36A /// RPL36A-HNRNPH2",NA,"up","up","up","up"
"AJ420595 /// GOPC",NA,"up","up","up","up"
"FAM171A2",NA,"down","down","up","down"
"LOC101927379",NA,"down","up","down","down"
"LOC654841",NA,"up","down","down","down"
"LOC728061",NA,"up","down","up","up"
"RBP3",NA,"down","down","up","up"
"RP3-522P13.2",NA,"down","down","down","down"
"HLA-DRB1 /// HLA-DRB4 /// LOC100996809",NA,"up","down","down","down"
"RP4-594L9.2",NA,"up","up","down","down"
"KB-1000E4.2",NA,"down","down","up","down"
"BC047484",NA,"up","down","down","down"
"LOC100996412",NA,"up","up","down","up"
"IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31",NA,"down","down","down","down"
"LOC101928809",NA,"up","down","up","down"
"AP000696.2",NA,"up","down","down","down"
"RP5-1039K5.16",NA,"down","down","down","up"
"CYP4F2 /// CYP4F3",NA,"up","down","up","up"
"ALMS1P",NA,"up","down","down","down"
"BC069776",NA,"up","up","up","up"
"BC041363",NA,"down","up","down","down"
"LOC100652768",NA,"up","down","down","down"
"OR51M1",NA,"up","down","down","up"
"IQCJ-SCHIP1 /// SCHIP1",NA,"up","up","down","up"
"BC042855 /// RPS11P6 /// RPS11P6",NA,"up","up","down","down"
"CCDC33",NA,"up","down","up","down"
"IGHV3-73 /// IGHV3-73",NA,"down","up","down","down"
"LOC101926975",NA,"down","up","up","up"
"AADACP1",NA,"up","up","up","up"
"RP11-50B3.4",NA,"down","down","up","up"
"AC136289.1",NA,"up","down","up","down"
"C9orf152",NA,"down","up","up","down"
"LOC101928107",NA,"up","up","down","down"
"LOC101928076",NA,"up","down","up","down"
"LOC101927523",NA,"up","down","down","down"
"RP11-805I24.3",NA,"down","down","down","down"
"C9orf53",NA,"up","down","down","down"
"BRD1",NA,"down","up","up","up"
"PHF2P1",NA,"down","down","down","down"
"LOC101928464",NA,"down","down","down","down"
"CTD-2196E14.6",NA,"down","up","down","up"
"BC069804 /// SMAD1",NA,"up","up","down","up"
"EFCAB3 /// LOC102724660",NA,"up","up","up","down"
"RP11-466A19.8",NA,"down","down","up","down"
"LOC100507535",NA,"down","up","down","up"
"MIR6787 /// SLC16A3",NA,"down","down","down","down"
"KLHL23 /// PHOSPHO2-KLHL23",NA,"up","up","up","up"
"RP11-440I14.2",NA,"down","up","down","down"
"LINC01141",NA,"up","up","down","up"
"RP11-343H5.6",NA,"down","down","down","down"
"LOC101927829",NA,"down","down","up","down"
"KCNQ1-AS1",NA,"up","down","up","down"
"LOC102725116",NA,"up","down","down","down"
"IFI30 /// PIK3R2",NA,"up","up","down","down"
"LOC100505942",NA,"down","down","down","up"
"CTB-119C2.1",NA,"down","up","up","up"
"ZFY-AS1 /// ZFY-AS1",NA,"down","up","down","down"
"C7orf55",NA,"up","up","down","down"
"KRTAP10-12 /// KRTAP10-7",NA,"up","up","down","down"
"RP11-567C2.1",NA,"down","down","down","down"
"BRD1 /// LOC90834",NA,"up","down","down","down"
"CCDC64",NA,"down","down","up","down"
"LOC100379224",NA,"up","up","up","up"
"RP11-433A10.3",NA,"down","down","up","up"
"LOC102725188 /// LOC727820",NA,"up","down","down","up"
"LOC729291",NA,"up","up","down","up"
"RP3-334F4.1",NA,"up","up","up","down"
"MRPL49P1 /// MRPL49P1",NA,"down","down","up","down"
"LOC101929690",NA,"up","down","up","up"
"DEFB4A /// DEFB4B",NA,"up","up","down","up"
"AC008088.4",NA,"down","up","up","down"
"LOC101926918",NA,"up","down","up","up"
"LOC101928099",NA,"down","down","down","down"
"IGHA1 /// IGHA2 /// IGHG1 /// IGHG4 /// IGHM /// IGHV4-31 /// LOC102723407",NA,"up","up","down","down"
"BC041448 /// RP11-422J15.1",NA,"up","down","up","down"
"MGC20647",NA,"up","down","up","down"
"LOC100288974 /// MBL1P",NA,"up","down","down","down"
"SRRM2-AS1",NA,"up","down","up","down"
"SUGT1P1",NA,"down","up","down","up"
"PABPC1 /// RLIM",NA,"down","up","up","up"
"MGC27345 /// RBM28",NA,"up","down","up","down"
"NSUN5P1",NA,"down","down","up","down"
"LOC100506119",NA,"down","up","down","up"
"LINC00566",NA,"down","down","down","down"
"LINC00265 /// LOC101929038",NA,"down","down","up","down"
"LOC101928833",NA,"up","up","down","down"
"LOC100996624",NA,"up","down","up","up"
"LOC101928020",NA,"down","up","up","up"
"IRF9 /// RNF31",NA,"up","up","down","down"
"BC012193",NA,"down","down","down","up"
"DUX1 /// DUX3 /// DUX5",NA,"up","down","down","down"
"RP11-157B13.7",NA,"down","up","up","up"
"HERC2P3 /// LOC101930458",NA,"up","up","down","up"
"BC036311",NA,"down","up","up","up"
"LOC100287877",NA,"down","up","up","up"
"MED15P9",NA,"down","down","down","up"
"FOXP1-IT1",NA,"up","down","up","down"
"IPO4 /// TM9SF1",NA,"down","up","down","up"
"C8orf49",NA,"down","down","down","down"
"AX747405",NA,"down","down","down","down"
"RAPGEF4-AS1",NA,"down","down","down","down"
"LYZL1 /// LYZL2",NA,"up","down","down","down"
"MIR6778 /// SHMT1",NA,"up","down","up","down"
"CCZ1 /// CCZ1B",NA,"down","down","up","down"
"RP11-116D17.1",NA,"up","down","down","down"
"BX538226 /// RP11-438B23.2",NA,"down","down","up","down"
"RBMY3AP",NA,"up","down","down","down"
"BC048982 /// RP11-1102P16.1",NA,"down","down","down","up"
"DUXAP10 /// LINC01296",NA,"up","down","up","down"
"AC100830.4",NA,"up","up","up","up"
"RP5-1119A7.11",NA,"down","down","down","down"
"LOC100506469",NA,"down","down","up","down"
"LOC101929341",NA,"up","up","down","down"
"RP3-525N10.2",NA,"down","down","down","down"
"LINC00263 /// PP7080",NA,"down","up","up","down"
"C1QTNF1-AS1",NA,"up","down","down","up"
"RP11-510C10.4",NA,"down","up","up","down"
"C21orf119",NA,"up","down","up","down"
"AC104537.2 /// TCEB1P28",NA,"down","down","down","up"
"HIATL1",NA,"down","up","down","up"
"LINC00299",NA,"up","up","up","down"
"LOC100507600",NA,"down","down","up","down"
"AV4S1 /// TRAV26-2 /// TRAV26-2",NA,"down","down","down","down"
"LINC01091",NA,"up","down","up","down"
"LOC100996717 /// LOC100996763 /// LOC101929796 /// NOTCH2 /// NOTCH2NL",NA,"up","down","down","down"
"AK021933",NA,"down","up","down","down"
"LOC101929953 /// LRRC37A5P",NA,"down","down","down","down"
"TPSAB1 /// TPSB2",NA,"down","down","up","down"
"LOC101927513",NA,"up","up","up","up"
"FAM230B",NA,"up","down","down","down"
"SNORA68",NA,"down","up","down","up"
"CADM2-AS1",NA,"up","up","down","down"
"IRGM",NA,"up","up","down","down"
"UQCRH /// UQCRHL",NA,"up","down","up","up"
"NPSR1-AS1",NA,"up","down","up","down"
"LOC101929988",NA,"down","up","up","down"
"LOC340090",NA,"down","up","up","down"
"RP11-157E16.1",NA,"up","down","up","up"
"CSAG2 /// CSAG3",NA,"up","up","up","up"
"PRSS1 /// PRSS2",NA,"down","up","up","up"
"NAV2-AS5",NA,"down","up","down","down"
"LOC100130700",NA,"down","up","up","up"
"BC041451 /// RP1-206D15.3",NA,"up","down","up","down"
"RP11-714L20.1",NA,"up","down","up","down"
"EGLN2 /// RAB4B /// RAB4B-EGLN2",NA,"up","down","up","down"
"RP1-286D6.5",NA,"down","down","up","down"
"LOC101929164",NA,"down","down","up","down"
"IHH",NA,"down","down","up","down"
"LOC102724162",NA,"down","down","down","down"
"BC031864 /// LOC100507330 /// RP11-588H23.3",NA,"down","down","up","up"
"LINC01214",NA,"down","down","up","down"
"EIF3C /// EIF3CL",NA,"up","down","up","up"
"TTC9B",NA,"up","down","up","down"
"RP11-315F22.1",NA,"down","down","down","down"
"LPIN3",NA,"down","down","up","down"
"LINC00967",NA,"up","down","down","down"
"ERVH-1",NA,"down","up","up","down"
"BTBD17",NA,"up","down","up","up"
"RP11-38C18.3",NA,"down","down","up","down"
"CELF2-AS1",NA,"down","down","up","up"
"LOC101927359",NA,"down","up","up","down"
"AP006222.2",NA,"up","up","up","up"
"LOC101928555",NA,"down","down","up","down"
"RP11-533E19.5",NA,"up","up","down","down"
"SFTPA1 /// SFTPA2",NA,"down","up","up","down"
"FAM182A /// FAM182B /// FAM27B /// FAM27C",NA,"down","down","down","down"
"BACH1 /// GRIK1-AS2 /// LINC00189",NA,"up","up","down","down"
"LOC101928893",NA,"down","up","down","up"
"LOC219688",NA,"up","down","up","down"
"A2MP1",NA,"up","down","down","up"
"LOC100996843",NA,"down","up","down","up"
"FLJ37786",NA,"down","up","down","down"
"AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2",NA,"up","down","down","down"
"IFNA17",NA,"down","down","down","down"
"SMARCE1P2 /// SMARCE1P2",NA,"down","down","up","down"
"PDXP /// SH3BP1",NA,"up","up","down","down"
"LOC101930028 /// LOC101930449",NA,"up","up","down","up"
"RP3-486D24.1",NA,"up","up","up","up"
"AX747132 /// RP11-458D21.1 /// RP4-791M13.3",NA,"up","up","up","up"
"DEFB121",NA,"up","up","down","up"
"RP11-663N22.1",NA,"up","down","down","down"
"LOC100130992",NA,"down","down","down","down"
"LOC101927667",NA,"up","down","up","up"
"CARD16 /// CASP1",NA,"up","up","down","down"
"CTD-2619J13.17",NA,"up","down","up","down"
"CENPVP1 /// CENPVP2",NA,"down","down","down","up"
"IBA57-AS1",NA,"up","down","up","down"
"RP11-307L14.1 /// RP11-307L14.2",NA,"up","up","up","down"
"LINC00644",NA,"down","down","up","up"
"MGC13053 /// RP11-770J1.4",NA,"up","up","down","down"
"BC062753",NA,"up","up","down","up"
"ADORA2A /// SPECC1L-ADORA2A",NA,"up","up","down","down"
"AK026905",NA,"down","down","down","up"
"RP1-187B23.1",NA,"down","up","down","up"
"BC042366",NA,"down","up","down","down"
"LINC00624",NA,"up","up","up","down"
"CTD-2083E4.7",NA,"up","down","down","down"
"RP5-1039K5.17",NA,"down","down","down","up"
"ANXA8 /// ANXA8L1 /// LOC100996760 /// LOC102725207",NA,"down","down","down","up"
"RP11-442O18.2",NA,"up","up","up","down"
"LINC00685",NA,"up","up","up","down"
"LOC101928323",NA,"down","down","up","up"
"TRAV8-3",NA,"down","down","down","down"
"BC015159",NA,"up","up","down","up"
"RP11-180N14.1",NA,"up","down","down","up"
"DSTNP1 /// DSTNP1",NA,"down","up","down","up"
"LOC102546226",NA,"up","up","up","down"
"GMNC",NA,"up","down","down","down"
"ELOVL1 /// MIR6734",NA,"up","down","down","down"
"RP11-403P17.3",NA,"up","down","down","up"
"ALPP /// ALPPL2",NA,"down","down","down","down"
"RP11-166P13.4",NA,"up","down","down","down"
"C16orf93",NA,"up","up","down","down"
"RP11-876N24.5",NA,"up","down","up","down"
"ILDR2",NA,"down","down","down","up"
"RP11-395N3.1",NA,"down","up","down","up"
"KLRC1 /// KLRC2",NA,"up","up","down","down"
"RP11-329B9.5",NA,"up","down","down","up"
"BBIP1 /// LOC100130175",NA,"up","down","down","up"
"LINC00284",NA,"up","down","up","down"
"LOC100506851",NA,"up","down","up","down"
"LOC339622",NA,"up","up","down","up"
"AMACR /// C1QTNF3-AMACR",NA,"up","up","up","up"
"LINC00556",NA,"down","up","up","down"
"LOC100506016",NA,"up","down","up","down"
"RP11-375I20.6",NA,"up","down","down","up"
"AK096159",NA,"down","up","up","down"
"CTC-203F4.2 /// H2AFY",NA,"up","down","down","down"
"LINC00240",NA,"up","up","down","down"
"LOC101928012",NA,"down","up","down","up"
"SMEK3P",NA,"down","up","down","down"
"TRA@ /// YME1L1",NA,"down","down","down","down"
"ALG1 /// NAGPA-AS1",NA,"down","up","up","up"
"ZC2HC1B",NA,"up","down","down","down"
"RP11-330O11.3",NA,"up","up","down","up"
"MIR7515 /// MIR7515HG",NA,"up","down","down","down"
"LOC101928144",NA,"up","up","down","down"
"RP11-173B14.4",NA,"down","down","up","down"
"PLAC8L1",NA,"up","up","down","down"
"LINC01432",NA,"up","down","down","down"
"T-Cell Receptor V-alpha region /// TRAV9-2 /// TRAV9-2",NA,"down","up","down","down"
"RP11-305O6.3",NA,"up","up","down","up"
"LOC102723722 /// NDUFA6-AS1",NA,"down","down","up","down"
"CDY1",NA,"down","down","up","down"
"CTC-471C19.1",NA,"down","up","up","up"
"LRRC2-AS1",NA,"down","down","up","up"
"SSX2B",NA,"up","up","down","up"
"LOC100287098",NA,"down","down","up","down"
"RP11-410D17.2",NA,"up","up","down","down"
"MORF4L2-AS1",NA,"down","up","up","up"
"LL0XNC01-7P3.1",NA,"up","down","up","down"
"BC017398 /// CTD-2314B22.3 /// DQ786293 /// DUXAP10 /// LL22NC03-N64E9.1",NA,"up","down","up","up"
"RP5-1170D6.1",NA,"down","down","up","down"
"hsa-let-7a-3 /// hsa-let-7b /// hsa-mir-4763 /// RP4-695O20__B.10",NA,"down","up","down","down"
"LOC100505782",NA,"down","down","down","down"
"SNORA43",NA,"up","down","down","up"
"RP11-254F7.1",NA,"down","down","up","up"
"KRTAP19-3",NA,"down","down","down","down"
"RP11-220I1.5",NA,"up","down","down","up"
"RP11-495P10.6",NA,"down","down","down","down"
"LOC100996756",NA,"down","up","down","down"
"AL109706",NA,"up","up","up","down"
"RP5-892K4.1",NA,"up","down","up","down"
"UBXN7-AS1",NA,"down","down","down","up"
"AOX2P",NA,"down","down","up","down"
"FAR1P1 /// FAR1P1",NA,"down","up","up","down"
"LOC101928290 /// LOC101928317",NA,"up","down","up","down"
"CXorf31",NA,"down","down","up","down"
"LRRC37A5P",NA,"down","down","up","up"
"WDR16",NA,"down","down","down","down"
"FCGR3A /// FCGR3B",NA,"up","up","down","down"
"KB-1836B5.1",NA,"down","down","up","down"
"RP11-96D1.11",NA,"down","up","up","down"
"RP5-930J4.4",NA,"down","down","down","up"
"RP1-140C12.2",NA,"up","up","down","down"
"RPP21 /// TRIM39 /// TRIM39-RPP21",NA,"up","down","up","down"
"RP13-379O24.2",NA,"up","down","down","down"
"RNF11B",NA,"down","up","down","up"
"BC070363 /// RP11-108M9.4",NA,"down","down","down","up"
"LOC101927900",NA,"down","down","up","down"
"RP5-894A10.6",NA,"down","up","up","up"
"RP11-120K24.5",NA,"down","down","down","down"
"FAM72A /// FAM72B /// FAM72C /// FAM72D",NA,"down","up","up","up"
"RP11-245P10.8",NA,"down","up","up","up"
"CDKN2B-AS1",NA,"up","down","down","down"
"RP4-539M6.21",NA,"down","down","up","down"
"LOC283278 /// PLEKHA7",NA,"down","down","up","down"
"TLDC2",NA,"down","up","up","down"
"RP11-544D21.2",NA,"down","up","up","up"
"C1orf50 /// LOC100129924",NA,"up","up","down","up"
"RN7SKP150",NA,"up","down","down","down"
"LOC101059948",NA,"down","down","down","down"
"IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37",NA,"up","down","down","down"
"FAM188B /// INMT /// INMT-FAM188B",NA,"up","down","down","down"
"RP11-1E4.1",NA,"down","down","up","up"
"BC069782 /// STAMBPL1",NA,"down","down","up","up"
"FAM182A /// FAM182B",NA,"down","down","up","down"
"LOC146795",NA,"down","down","down","down"
"ZNF816 /// ZNF816-ZNF321P",NA,"down","up","up","down"
"LINC00682",NA,"up","down","up","down"
"IGH /// IGHA2 /// IGHD /// IGHG1",NA,"up","down","down","down"
"COX16 /// SYNJ2BP-COX16",NA,"down","up","up","up"
"BC038755 /// PRKRIRP5 /// PRKRIRP5",NA,"down","up","down","down"
"PPIAL4B /// PPIAL4C /// PPIAL4G",NA,"down","up","down","down"
"CTD-2165H16.3",NA,"down","up","up","up"
"FAM66B /// FAM66C /// FAM66D /// LOC101928910 /// LOC102725108",NA,"up","up","up","up"
"DBET /// DUX3 /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100133400 /// LOC100287823 /// LOC100288289 /// LOC100291626 /// LOC652301",NA,"down","down","down","down"
"LINC01359",NA,"up","down","down","up"
"LOC254057",NA,"down","up","down","up"
"FAM99B",NA,"down","down","up","down"
"MIR1236 /// NELFE",NA,"up","down","up","down"
"ACN9",NA,"down","up","up","down"
"LOC339978",NA,"up","down","up","down"
"SPAG11A",NA,"down","down","down","down"
"HADHAP1 /// HADHAP1",NA,"up","down","up","down"
"LINC00620",NA,"up","up","down","up"
"ANXA8 /// ANXA8L1",NA,"down","down","up","up"
"PLAC9",NA,"down","down","down","down"
"AC005256.1",NA,"up","down","down","down"
"LOC101929473",NA,"down","down","up","down"
"LOC147791",NA,"down","down","up","up"
"LINC00277",NA,"down","down","up","down"
"MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E",NA,"down","up","down","up"
"LOC400548",NA,"down","down","up","down"
"LOC101927079 /// LOC727924 /// OR4N4",NA,"up","up","up","down"
"TRBV27",NA,"up","up","up","down"
"EPS15P1 /// EPS15P1",NA,"down","up","up","up"
"RP5-1103G7.10",NA,"down","down","down","down"
"MIR6513 /// TMBIM1",NA,"down","down","down","down"
"RP6-99M1.2",NA,"up","up","up","up"
"ARL5C",NA,"up","up","down","down"
"AK024936",NA,"down","up","up","up"
"RP4-675G8.2",NA,"down","down","up","down"
"KB-431C1.5",NA,"up","down","down","up"
"Igk",NA,"up","up","down","down"
"LOC729083",NA,"up","up","down","down"
"LOC100130987",NA,"down","up","up","down"
"CAND1.11",NA,"down","up","up","up"
"KLK8 /// KLK9",NA,"up","down","up","down"
"LOC101930075 /// LOC102724993 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1",NA,"up","down","up","up"
"RP5-963E22.5",NA,"up","up","down","down"
"GRIK1-AS1",NA,"down","down","down","down"
"AC090627.1",NA,"up","up","up","down"
"RP11-384P7.7",NA,"down","down","down","down"
"LINC00587",NA,"up","down","up","down"
"MIR6824 /// SLC26A6",NA,"down","up","down","down"
"LOC100505564",NA,"down","up","down","down"
"RP11-73M18.8",NA,"up","up","down","up"
"MKRN4P /// MKRN4P",NA,"up","down","down","up"
"TMEM72-AS1",NA,"down","up","down","down"
"FLRT2 /// LOC100506718 /// LOC102724348",NA,"down","up","down","up"
"LOC101060604 /// LOC101929910 /// LOC102725125 /// LOC613037 /// NPIPA5 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// SLC7A5P1 /// SMG1P1 /// SMG1P3",NA,"down","up","up","down"
"FLJ25694 /// LOC101929344",NA,"down","down","down","down"
"ARHGEF33",NA,"down","up","up","down"
"LOC100128343",NA,"up","down","down","down"
"TTLL11-IT1",NA,"up","down","up","down"
"LOC101926942",NA,"down","down","up","down"
"LOC654780",NA,"up","down","down","up"
