"Gene","Priority"
"PCDHB14","Tier4_MultiDataset_DEG"
"PCDHB3","Tier4_MultiDataset_DEG"
"PCDHB4","Tier4_MultiDataset_DEG"
"PCDHB5","Tier4_MultiDataset_DEG"
"PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5","Tier4_MultiDataset_DEG"
"PCDHGA10","Tier4_MultiDataset_DEG"
"PCGF3","Tier4_MultiDataset_DEG"
"PCGF5","Tier4_MultiDataset_DEG"
"PCM1","Tier4_MultiDataset_DEG"
"PCMTD1","Tier4_MultiDataset_DEG"
"PCNT","Tier4_MultiDataset_DEG"
"PCNX","Tier4_MultiDataset_DEG"
"PCNXL2","Tier4_MultiDataset_DEG"
"PCSK6","Tier4_MultiDataset_DEG"
"PCSK9","Tier4_MultiDataset_DEG"
"PDAP1","Tier4_MultiDataset_DEG"
"PDDC1","Tier4_MultiDataset_DEG"
"PDE4A","Tier4_MultiDataset_DEG"
"PDE4D","Tier4_MultiDataset_DEG"
"PDE8A","Tier4_MultiDataset_DEG"
"PDE9A","Tier4_MultiDataset_DEG"
"PDK3","Tier4_MultiDataset_DEG"
"PDLIM5","Tier4_MultiDataset_DEG"
"PDS5A","Tier4_MultiDataset_DEG"
"PDXK","Tier4_MultiDataset_DEG"
"PDZD8","Tier4_MultiDataset_DEG"
"PDZRN3","Tier4_MultiDataset_DEG"
"PEA15","Tier4_MultiDataset_DEG"
"PEG10","Tier4_MultiDataset_DEG"
"PER3","Tier4_MultiDataset_DEG"
"PEX5L","Tier4_MultiDataset_DEG"
"PGD","Tier4_MultiDataset_DEG"
"PGLS","Tier4_MultiDataset_DEG"
"PGP","Tier4_MultiDataset_DEG"
"PHF3","Tier4_MultiDataset_DEG"
"PHF7","Tier4_MultiDataset_DEG"
"PHKA1","Tier4_MultiDataset_DEG"
"PHYHIP","Tier4_MultiDataset_DEG"
"PIDD1","Tier4_MultiDataset_DEG"
"PIGG","Tier4_MultiDataset_DEG"
"PIGH","Tier4_MultiDataset_DEG"
"PIGM","Tier4_MultiDataset_DEG"
"PIGN","Tier4_MultiDataset_DEG"
"PIK3CD","Tier4_MultiDataset_DEG"
"PIK3R3","Tier4_MultiDataset_DEG"
"PIKFYVE","Tier4_MultiDataset_DEG"
"PIP5K1C","Tier4_MultiDataset_DEG"
"PITPNM1","Tier4_MultiDataset_DEG"
"PKD1L1","Tier4_MultiDataset_DEG"
"PKLR","Tier4_MultiDataset_DEG"
"PKN2","Tier4_MultiDataset_DEG"
"PKNOX2","Tier4_MultiDataset_DEG"
"PKP3","Tier4_MultiDataset_DEG"
"PLA2G4A","Tier4_MultiDataset_DEG"
"PLAGL1","Tier4_MultiDataset_DEG"
"PLCB2","Tier4_MultiDataset_DEG"
"PLCL1","Tier4_MultiDataset_DEG"
"PLD4","Tier4_MultiDataset_DEG"
"PLEKHA1","Tier4_MultiDataset_DEG"
"PLEKHG2","Tier4_MultiDataset_DEG"
"PLEKHH2","Tier4_MultiDataset_DEG"
"PLEKHM3","Tier4_MultiDataset_DEG"
"PLIN5","Tier4_MultiDataset_DEG"
"PLK1","Tier4_MultiDataset_DEG"
"PLK2","Tier4_MultiDataset_DEG"
"PLP2","Tier4_MultiDataset_DEG"
"PLSCR4","Tier4_MultiDataset_DEG"
"PLTP","Tier4_MultiDataset_DEG"
"PLXNA4","Tier4_MultiDataset_DEG"
"PML","Tier4_MultiDataset_DEG"
"PMS1","Tier4_MultiDataset_DEG"
"PNISR","Tier4_MultiDataset_DEG"
"PNKP","Tier4_MultiDataset_DEG"
"PNN","Tier4_MultiDataset_DEG"
"PNPLA2","Tier4_MultiDataset_DEG"
"POLI","Tier4_MultiDataset_DEG"
"POLK","Tier4_MultiDataset_DEG"
"POLR2E","Tier4_MultiDataset_DEG"
"POLR2L","Tier4_MultiDataset_DEG"
"POLR3K","Tier4_MultiDataset_DEG"
"POMT1","Tier4_MultiDataset_DEG"
"POMT2","Tier4_MultiDataset_DEG"
"POP5","Tier4_MultiDataset_DEG"
"POP7","Tier4_MultiDataset_DEG"
"POU3F3","Tier4_MultiDataset_DEG"
"PPA2","Tier4_MultiDataset_DEG"
"PPAN /// PPAN-P2RY11","Tier4_MultiDataset_DEG"
"PPDPF","Tier4_MultiDataset_DEG"
"PPFIBP2","Tier4_MultiDataset_DEG"
"PPHLN1","Tier4_MultiDataset_DEG"
"PPIL2","Tier4_MultiDataset_DEG"
"PPIL3","Tier4_MultiDataset_DEG"
"PPM1A","Tier4_MultiDataset_DEG"
"PPOX","Tier4_MultiDataset_DEG"
"PPP1R11","Tier4_MultiDataset_DEG"
"PPP1R12A","Tier4_MultiDataset_DEG"
"PPP1R16B","Tier4_MultiDataset_DEG"
"PPP1R17","Tier4_MultiDataset_DEG"
"PPP1R1A","Tier4_MultiDataset_DEG"
"PPP1R21","Tier4_MultiDataset_DEG"
"PPP1R26-AS1","Tier4_MultiDataset_DEG"
"PPP1R3E","Tier4_MultiDataset_DEG"
"PPP1R9A","Tier4_MultiDataset_DEG"
"PPP2R1B","Tier4_MultiDataset_DEG"
"PPP2R3C","Tier4_MultiDataset_DEG"
"PPP2R4","Tier4_MultiDataset_DEG"
"PPP2R5C","Tier4_MultiDataset_DEG"
"PPP2R5D","Tier4_MultiDataset_DEG"
"PPP5D1","Tier4_MultiDataset_DEG"
"PRDM1","Tier4_MultiDataset_DEG"
"PRDM10","Tier4_MultiDataset_DEG"
"PRDM2","Tier4_MultiDataset_DEG"
"PRDM6","Tier4_MultiDataset_DEG"
"PRDX2","Tier4_MultiDataset_DEG"
"PRIMPOL","Tier4_MultiDataset_DEG"
"PRKAA2","Tier4_MultiDataset_DEG"
"PRKACA","Tier4_MultiDataset_DEG"
"PRKAR1A","Tier4_MultiDataset_DEG"
"PRKCA","Tier4_MultiDataset_DEG"
"PRKCD","Tier4_MultiDataset_DEG"
"PRKCSH","Tier4_MultiDataset_DEG"
"PRMT7","Tier4_MultiDataset_DEG"
"PROC","Tier4_MultiDataset_DEG"
"PRPF40A","Tier4_MultiDataset_DEG"
"PRPH","Tier4_MultiDataset_DEG"
"PRR14L","Tier4_MultiDataset_DEG"
"PRRG4","Tier4_MultiDataset_DEG"
"PRSS30P","Tier4_MultiDataset_DEG"
"PSD3","Tier4_MultiDataset_DEG"
"PSEN2","Tier4_MultiDataset_DEG"
"PSMB10","Tier4_MultiDataset_DEG"
"PSMB8","Tier4_MultiDataset_DEG"
"PSMB9","Tier4_MultiDataset_DEG"
"PSMD5-AS1","Tier4_MultiDataset_DEG"
"PSME3","Tier4_MultiDataset_DEG"
"PSMG4","Tier4_MultiDataset_DEG"
"PSPC1","Tier4_MultiDataset_DEG"
"PTBP3","Tier4_MultiDataset_DEG"
"PTEN","Tier4_MultiDataset_DEG"
"PTGES","Tier4_MultiDataset_DEG"
"PTGR2 /// ZNF410","Tier4_MultiDataset_DEG"
"PTGS2","Tier4_MultiDataset_DEG"
"PTPN23","Tier4_MultiDataset_DEG"
"PTPN6","Tier4_MultiDataset_DEG"
"PTPRE","Tier4_MultiDataset_DEG"
"PTPRG","Tier4_MultiDataset_DEG"
"PTPRZ1","Tier4_MultiDataset_DEG"
"PUM2","Tier4_MultiDataset_DEG"
"QTRTD1","Tier4_MultiDataset_DEG"
"R3HDML","Tier4_MultiDataset_DEG"
"RAB11B","Tier4_MultiDataset_DEG"
"RAB14","Tier4_MultiDataset_DEG"
"RAB21","Tier4_MultiDataset_DEG"
"RAB30","Tier4_MultiDataset_DEG"
"RAB3GAP1","Tier4_MultiDataset_DEG"
"RAB3IP","Tier4_MultiDataset_DEG"
"RAB7A","Tier4_MultiDataset_DEG"
"RABL2A /// RABL2B","Tier4_MultiDataset_DEG"
"RAC1","Tier4_MultiDataset_DEG"
"RAD23A","Tier4_MultiDataset_DEG"
"RAD51D","Tier4_MultiDataset_DEG"
"RAD51L3-RFFL /// RFFL","Tier4_MultiDataset_DEG"
"RAD52","Tier4_MultiDataset_DEG"
"RADIL","Tier4_MultiDataset_DEG"
"RAI2","Tier4_MultiDataset_DEG"
"RALGAPA1","Tier4_MultiDataset_DEG"
"RALGPS1","Tier4_MultiDataset_DEG"
"RALGPS2","Tier4_MultiDataset_DEG"
"RANBP1","Tier4_MultiDataset_DEG"
"RANBP3","Tier4_MultiDataset_DEG"
"RAPGEF1","Tier4_MultiDataset_DEG"
"RARB","Tier4_MultiDataset_DEG"
"RASD2","Tier4_MultiDataset_DEG"
"RASSF6","Tier4_MultiDataset_DEG"
"RAVER1","Tier4_MultiDataset_DEG"
"RBFOX3","Tier4_MultiDataset_DEG"
"RBM17","Tier4_MultiDataset_DEG"
"RBM25","Tier4_MultiDataset_DEG"
"RBM33","Tier4_MultiDataset_DEG"
"RBM41","Tier4_MultiDataset_DEG"
"RBPJ","Tier4_MultiDataset_DEG"
"RBPMS","Tier4_MultiDataset_DEG"
"RC3H1","Tier4_MultiDataset_DEG"
"RC3H2","Tier4_MultiDataset_DEG"
"RCOR3","Tier4_MultiDataset_DEG"
"RDH11","Tier4_MultiDataset_DEG"
"REPIN1 /// REPIN1","Tier4_MultiDataset_DEG"
"RFX3","Tier4_MultiDataset_DEG"
"RGCC","Tier4_MultiDataset_DEG"
"RGR","Tier4_MultiDataset_DEG"
"RGS12","Tier4_MultiDataset_DEG"
"RGS5","Tier4_MultiDataset_DEG"
"RHBDD1","Tier4_MultiDataset_DEG"
"RHBDD3","Tier4_MultiDataset_DEG"
"RHEBL1","Tier4_MultiDataset_DEG"
"RHOBTB2","Tier4_MultiDataset_DEG"
"RHOBTB3","Tier4_MultiDataset_DEG"
"RHOF","Tier4_MultiDataset_DEG"
"RHOT1","Tier4_MultiDataset_DEG"
"RHOT2","Tier4_MultiDataset_DEG"
"RHOV","Tier4_MultiDataset_DEG"
"RIMBP2","Tier4_MultiDataset_DEG"
"RIMKLB","Tier4_MultiDataset_DEG"
"RNASET2","Tier4_MultiDataset_DEG"
"RNF111","Tier4_MultiDataset_DEG"
"RNF115","Tier4_MultiDataset_DEG"
"RNF126","Tier4_MultiDataset_DEG"
"RNF126P1","Tier4_MultiDataset_DEG"
"RNF128","Tier4_MultiDataset_DEG"
"RNF165","Tier4_MultiDataset_DEG"
"RNF180","Tier4_MultiDataset_DEG"
"RNF187","Tier4_MultiDataset_DEG"
"RNF212","Tier4_MultiDataset_DEG"
"RNF34","Tier4_MultiDataset_DEG"
"RNH1","Tier4_MultiDataset_DEG"
"RNPS1","Tier4_MultiDataset_DEG"
"ROR1","Tier4_MultiDataset_DEG"
"RP11-1109F11.5","Tier4_MultiDataset_DEG"
"RP11-120K24.5","Tier4_MultiDataset_DEG"
"RP11-141M1.1","Tier4_MultiDataset_DEG"
"RP11-219B4.3","Tier4_MultiDataset_DEG"
"RP11-250B2.6","Tier4_MultiDataset_DEG"
"RP11-301O19.1","Tier4_MultiDataset_DEG"
"RP11-350F4.2","Tier4_MultiDataset_DEG"
"RP11-37C7.3","Tier4_MultiDataset_DEG"
"RP11-384P7.7","Tier4_MultiDataset_DEG"
"RP11-388M20.6","Tier4_MultiDataset_DEG"
"RP11-442O18.2","Tier4_MultiDataset_DEG"
"RP11-445L13__B.3","Tier4_MultiDataset_DEG"
"RP11-448A19.1","Tier4_MultiDataset_DEG"
"RP11-503C24.6","Tier4_MultiDataset_DEG"
"RP11-65D24.2","Tier4_MultiDataset_DEG"
"RP11-73K9.2","Tier4_MultiDataset_DEG"
"RP5-1074L1.4","Tier4_MultiDataset_DEG"
"RP5-935K16.1","Tier4_MultiDataset_DEG"
"RPAIN","Tier4_MultiDataset_DEG"
"RPARP-AS1","Tier4_MultiDataset_DEG"
"RPL5 /// SNORD21","Tier4_MultiDataset_DEG"
"RPLP2","Tier4_MultiDataset_DEG"
"RPP25","Tier4_MultiDataset_DEG"
"RPP30","Tier4_MultiDataset_DEG"
"RPRD1B","Tier4_MultiDataset_DEG"
"RPS21","Tier4_MultiDataset_DEG"
"RPS29","Tier4_MultiDataset_DEG"
"RPS3A /// SNORD73A","Tier4_MultiDataset_DEG"
"RPS6KA6","Tier4_MultiDataset_DEG"
"RPS6KB1","Tier4_MultiDataset_DEG"
"RRAD","Tier4_MultiDataset_DEG"
"RRAGC","Tier4_MultiDataset_DEG"
"RRAGD","Tier4_MultiDataset_DEG"
"RREB1","Tier4_MultiDataset_DEG"
"RSF1","Tier4_MultiDataset_DEG"
"RSL24D1","Tier4_MultiDataset_DEG"
"RTCA","Tier4_MultiDataset_DEG"
"RTF1","Tier4_MultiDataset_DEG"
"RUFY2","Tier4_MultiDataset_DEG"
"RUFY3","Tier4_MultiDataset_DEG"
"RUNDC1","Tier4_MultiDataset_DEG"
"RUSC2","Tier4_MultiDataset_DEG"
"S100PBP","Tier4_MultiDataset_DEG"
"SAMD4B","Tier4_MultiDataset_DEG"
"SAP30L","Tier4_MultiDataset_DEG"
"SAR1A","Tier4_MultiDataset_DEG"
"SARM1","Tier4_MultiDataset_DEG"
"SARNP","Tier4_MultiDataset_DEG"
"SATB1","Tier4_MultiDataset_DEG"
"SBNO1","Tier4_MultiDataset_DEG"
"SBNO2","Tier4_MultiDataset_DEG"
"SCAF11","Tier4_MultiDataset_DEG"
"SCAPER","Tier4_MultiDataset_DEG"
"SCARB1","Tier4_MultiDataset_DEG"
"SCARF2","Tier4_MultiDataset_DEG"
"SCARNA13 /// SNHG10","Tier4_MultiDataset_DEG"
"SCML4","Tier4_MultiDataset_DEG"
"SCN11A","Tier4_MultiDataset_DEG"
"SCN2B","Tier4_MultiDataset_DEG"
"SCN4A","Tier4_MultiDataset_DEG"
"SCN8A","Tier4_MultiDataset_DEG"
"SCRN3","Tier4_MultiDataset_DEG"
"SDC3","Tier4_MultiDataset_DEG"
"SEC16B","Tier4_MultiDataset_DEG"
"SEC22C","Tier4_MultiDataset_DEG"
"SEC23IP","Tier4_MultiDataset_DEG"
"SEC24A","Tier4_MultiDataset_DEG"
"SEC61A1","Tier4_MultiDataset_DEG"
"SEC63","Tier4_MultiDataset_DEG"
"SECISBP2L","Tier4_MultiDataset_DEG"
"SELO","Tier4_MultiDataset_DEG"
"SEMA4C","Tier4_MultiDataset_DEG"
"SENP6","Tier4_MultiDataset_DEG"
"SENP7","Tier4_MultiDataset_DEG"
"SEPT1","Tier4_MultiDataset_DEG"
"SEPT6","Tier4_MultiDataset_DEG"
"SEPT8","Tier4_MultiDataset_DEG"
"SERPINB1","Tier4_MultiDataset_DEG"
"SERPINB6","Tier4_MultiDataset_DEG"
"SESN3","Tier4_MultiDataset_DEG"
"SET","Tier4_MultiDataset_DEG"
"SET /// SETSIP","Tier4_MultiDataset_DEG"
"SEZ6L","Tier4_MultiDataset_DEG"
"SF1","Tier4_MultiDataset_DEG"
"SFXN1","Tier4_MultiDataset_DEG"
"SGCB","Tier4_MultiDataset_DEG"
"SGPP2","Tier4_MultiDataset_DEG"
"SGSM2","Tier4_MultiDataset_DEG"
"SH2D1A","Tier4_MultiDataset_DEG"
"SH3PXD2A","Tier4_MultiDataset_DEG"
"SH3RF2","Tier4_MultiDataset_DEG"
"SHB","Tier4_MultiDataset_DEG"
"SHC1P1 /// SHC1P1","Tier4_MultiDataset_DEG"
"SHQ1","Tier4_MultiDataset_DEG"
"SIGLEC11","Tier4_MultiDataset_DEG"
"SIK3","Tier4_MultiDataset_DEG"
"SIRPG","Tier4_MultiDataset_DEG"
"SIRT5","Tier4_MultiDataset_DEG"
"SKIL","Tier4_MultiDataset_DEG"
"SKIV2L2","Tier4_MultiDataset_DEG"
"SLA2","Tier4_MultiDataset_DEG"
"SLAIN2","Tier4_MultiDataset_DEG"
"SLC11A2","Tier4_MultiDataset_DEG"
"SLC14A1","Tier4_MultiDataset_DEG"
"SLC15A1","Tier4_MultiDataset_DEG"
"SLC15A4","Tier4_MultiDataset_DEG"
"SLC17A9","Tier4_MultiDataset_DEG"
"SLC22A17","Tier4_MultiDataset_DEG"
"SLC22A23","Tier4_MultiDataset_DEG"
"SLC22A8","Tier4_MultiDataset_DEG"
"SLC25A1","Tier4_MultiDataset_DEG"
"SLC25A22","Tier4_MultiDataset_DEG"
"SLC25A28","Tier4_MultiDataset_DEG"
"SLC25A3P1","Tier4_MultiDataset_DEG"
"SLC27A4","Tier4_MultiDataset_DEG"
"SLC2A11","Tier4_MultiDataset_DEG"
"SLC2A2","Tier4_MultiDataset_DEG"
"SLC2A5","Tier4_MultiDataset_DEG"
"SLC34A2","Tier4_MultiDataset_DEG"
"SLC35B1","Tier4_MultiDataset_DEG"
"SLC35C1","Tier4_MultiDataset_DEG"
"SLC35F5","Tier4_MultiDataset_DEG"
"SLC37A1","Tier4_MultiDataset_DEG"
"SLC38A2","Tier4_MultiDataset_DEG"
"SLC38A4","Tier4_MultiDataset_DEG"
"SLC38A7","Tier4_MultiDataset_DEG"
"SLC39A10","Tier4_MultiDataset_DEG"
"SLC39A3","Tier4_MultiDataset_DEG"
"SLC46A1","Tier4_MultiDataset_DEG"
"SLC6A17","Tier4_MultiDataset_DEG"
"SLC6A2","Tier4_MultiDataset_DEG"
"SLC7A1","Tier4_MultiDataset_DEG"
"SLC7A2","Tier4_MultiDataset_DEG"
"SLC8A1","Tier4_MultiDataset_DEG"
"SLFNL1","Tier4_MultiDataset_DEG"
"SLX4","Tier4_MultiDataset_DEG"
"SMAD4","Tier4_MultiDataset_DEG"
"SMAD5","Tier4_MultiDataset_DEG"
"SMAGP","Tier4_MultiDataset_DEG"
"SMARCA4","Tier4_MultiDataset_DEG"
"SMCHD1","Tier4_MultiDataset_DEG"
"SMCO3","Tier4_MultiDataset_DEG"
"SMIM4","Tier4_MultiDataset_DEG"
"SMIM6","Tier4_MultiDataset_DEG"
"SMPD1","Tier4_MultiDataset_DEG"
"SMPD3","Tier4_MultiDataset_DEG"
"SMURF2","Tier4_MultiDataset_DEG"
"SNAI3-AS1","Tier4_MultiDataset_DEG"
"SNCA","Tier4_MultiDataset_DEG"
"SNORA5B /// TBRG4","Tier4_MultiDataset_DEG"
"SNTB2","Tier4_MultiDataset_DEG"
"SNTG1","Tier4_MultiDataset_DEG"
"SNX1","Tier4_MultiDataset_DEG"
"SNX20","Tier4_MultiDataset_DEG"
"SOBP","Tier4_MultiDataset_DEG"
"SOCS3","Tier4_MultiDataset_DEG"
"SOCS7","Tier4_MultiDataset_DEG"
"SORD","Tier4_MultiDataset_DEG"
"SOS2","Tier4_MultiDataset_DEG"
"SOX1","Tier4_MultiDataset_DEG"
"SOX11","Tier4_MultiDataset_DEG"
"SOX4","Tier4_MultiDataset_DEG"
"SOX5","Tier4_MultiDataset_DEG"
"SOX6","Tier4_MultiDataset_DEG"
"SP110","Tier4_MultiDataset_DEG"
"SPAG11A /// SPAG11B","Tier4_MultiDataset_DEG"
"SPAG9","Tier4_MultiDataset_DEG"
"SPATA6L","Tier4_MultiDataset_DEG"
"SPCS2","Tier4_MultiDataset_DEG"
"SPG11","Tier4_MultiDataset_DEG"
"SPIRE2","Tier4_MultiDataset_DEG"
"SPOCK3","Tier4_MultiDataset_DEG"
"SPR","Tier4_MultiDataset_DEG"
"SPRED1","Tier4_MultiDataset_DEG"
"SPRY1","Tier4_MultiDataset_DEG"
"SPRY4","Tier4_MultiDataset_DEG"
"SPTAN1","Tier4_MultiDataset_DEG"
"SPTLC2","Tier4_MultiDataset_DEG"
"SREBF2","Tier4_MultiDataset_DEG"
"SREK1","Tier4_MultiDataset_DEG"
"SRF","Tier4_MultiDataset_DEG"
"SRGAP1","Tier4_MultiDataset_DEG"
"SRM","Tier4_MultiDataset_DEG"
"SRP72","Tier4_MultiDataset_DEG"
"SRRD","Tier4_MultiDataset_DEG"
"SRSF11","Tier4_MultiDataset_DEG"
"SRSF4","Tier4_MultiDataset_DEG"
"SRSF8","Tier4_MultiDataset_DEG"
"SRY","Tier4_MultiDataset_DEG"
"SSBP2","Tier4_MultiDataset_DEG"
"SSH1","Tier4_MultiDataset_DEG"
"SSX2IP","Tier4_MultiDataset_DEG"
"ST20","Tier4_MultiDataset_DEG"
"ST7-AS2","Tier4_MultiDataset_DEG"
"STAB1","Tier4_MultiDataset_DEG"
"STAG2","Tier4_MultiDataset_DEG"
"STAT1","Tier4_MultiDataset_DEG"
"STAT2","Tier4_MultiDataset_DEG"
"STAT5B","Tier4_MultiDataset_DEG"
"STEAP2","Tier4_MultiDataset_DEG"
"STK11","Tier4_MultiDataset_DEG"
"STK19","Tier4_MultiDataset_DEG"
"STOML1","Tier4_MultiDataset_DEG"
"STON2","Tier4_MultiDataset_DEG"
"STRN","Tier4_MultiDataset_DEG"
"STRN3","Tier4_MultiDataset_DEG"
"STX17","Tier4_MultiDataset_DEG"
"STX2","Tier4_MultiDataset_DEG"
"STX6","Tier4_MultiDataset_DEG"
"STX7","Tier4_MultiDataset_DEG"
"STXBP2","Tier4_MultiDataset_DEG"
"STXBP4","Tier4_MultiDataset_DEG"
"SUDS3","Tier4_MultiDataset_DEG"
"SUFU","Tier4_MultiDataset_DEG"
"SUSD2","Tier4_MultiDataset_DEG"
"SUZ12","Tier4_MultiDataset_DEG"
"SYCE1","Tier4_MultiDataset_DEG"
"SYDE1","Tier4_MultiDataset_DEG"
"SYN2","Tier4_MultiDataset_DEG"
"SYNGR1","Tier4_MultiDataset_DEG"
"SYNJ2BP /// SYNJ2BP-COX16","Tier4_MultiDataset_DEG"
"SYNRG","Tier4_MultiDataset_DEG"
"SYT11","Tier4_MultiDataset_DEG"
"SYT13","Tier4_MultiDataset_DEG"
"SYT15","Tier4_MultiDataset_DEG"
"TACC1","Tier4_MultiDataset_DEG"
"TACR1","Tier4_MultiDataset_DEG"
"TADA2A","Tier4_MultiDataset_DEG"
"TAF10","Tier4_MultiDataset_DEG"
"TAF6L","Tier4_MultiDataset_DEG"
"TAF8","Tier4_MultiDataset_DEG"
"TANC1","Tier4_MultiDataset_DEG"
"TAOK2","Tier4_MultiDataset_DEG"
"TAP1","Tier4_MultiDataset_DEG"
"TAP2","Tier4_MultiDataset_DEG"
"TAPBP","Tier4_MultiDataset_DEG"
"TAS2R40","Tier4_MultiDataset_DEG"
"TBC1D16","Tier4_MultiDataset_DEG"
"TBC1D22B","Tier4_MultiDataset_DEG"
"TBL1X","Tier4_MultiDataset_DEG"
"TBL2","Tier4_MultiDataset_DEG"
"TBX18","Tier4_MultiDataset_DEG"
"TBX3","Tier4_MultiDataset_DEG"
"TBXA2R","Tier4_MultiDataset_DEG"
"TCEAL8","Tier4_MultiDataset_DEG"
"TCF12","Tier4_MultiDataset_DEG"
"TCF3","Tier4_MultiDataset_DEG"
"TCF7L2","Tier4_MultiDataset_DEG"
"TCP11L2","Tier4_MultiDataset_DEG"
"TCR-ALPHA /// TRAV13-1 /// TRAV13-1","Tier4_MultiDataset_DEG"
"TEAD2","Tier4_MultiDataset_DEG"
"TENM3","Tier4_MultiDataset_DEG"
"TEP1","Tier4_MultiDataset_DEG"
"TERF2IP","Tier4_MultiDataset_DEG"
"TFAM","Tier4_MultiDataset_DEG"
"TFB2M","Tier4_MultiDataset_DEG"
"TFDP1","Tier4_MultiDataset_DEG"
"TFRC","Tier4_MultiDataset_DEG"
"TGFA","Tier4_MultiDataset_DEG"
"TGFB3","Tier4_MultiDataset_DEG"
"THAP2","Tier4_MultiDataset_DEG"
"THAP6","Tier4_MultiDataset_DEG"
"THOC2","Tier4_MultiDataset_DEG"
"THOP1","Tier4_MultiDataset_DEG"
"THUMPD3-AS1","Tier4_MultiDataset_DEG"
"TIAL1","Tier4_MultiDataset_DEG"
"TIFA","Tier4_MultiDataset_DEG"
"TIGD4","Tier4_MultiDataset_DEG"
"TIGIT","Tier4_MultiDataset_DEG"
"TIMM10B","Tier4_MultiDataset_DEG"
"TINCR","Tier4_MultiDataset_DEG"
"TIRAP","Tier4_MultiDataset_DEG"
"TLCD1","Tier4_MultiDataset_DEG"
"TLE6","Tier4_MultiDataset_DEG"
"TMBIM4","Tier4_MultiDataset_DEG"
"TMCO3","Tier4_MultiDataset_DEG"
"TMED10","Tier4_MultiDataset_DEG"
"TMED8","Tier4_MultiDataset_DEG"
"TMEM106A","Tier4_MultiDataset_DEG"
"TMEM134","Tier4_MultiDataset_DEG"
"TMEM143","Tier4_MultiDataset_DEG"
"TMEM144","Tier4_MultiDataset_DEG"
"TMEM17","Tier4_MultiDataset_DEG"
"TMEM182","Tier4_MultiDataset_DEG"
"TMEM183A /// TMEM183B","Tier4_MultiDataset_DEG"
"TMEM192","Tier4_MultiDataset_DEG"
"TMEM200C","Tier4_MultiDataset_DEG"
"TMEM218","Tier4_MultiDataset_DEG"
"TMEM25","Tier4_MultiDataset_DEG"
"TMEM254-AS1","Tier4_MultiDataset_DEG"
"TMEM260","Tier4_MultiDataset_DEG"
"TMEM30A","Tier4_MultiDataset_DEG"
"TMEM33","Tier4_MultiDataset_DEG"
"TMEM37","Tier4_MultiDataset_DEG"
"TMEM5","Tier4_MultiDataset_DEG"
"TMEM55A","Tier4_MultiDataset_DEG"
"TMEM67","Tier4_MultiDataset_DEG"
"TMEM87B","Tier4_MultiDataset_DEG"
"TMF1","Tier4_MultiDataset_DEG"
"TMPRSS5","Tier4_MultiDataset_DEG"
"TMTC3","Tier4_MultiDataset_DEG"
"TMUB2","Tier4_MultiDataset_DEG"
"TMX3","Tier4_MultiDataset_DEG"
"TMX4","Tier4_MultiDataset_DEG"
"TNFAIP1","Tier4_MultiDataset_DEG"
"TNFRSF18","Tier4_MultiDataset_DEG"
"TNFRSF4","Tier4_MultiDataset_DEG"
"TNKS","Tier4_MultiDataset_DEG"
"TNPO1","Tier4_MultiDataset_DEG"
"TNRC18","Tier4_MultiDataset_DEG"
"TNRC6B","Tier4_MultiDataset_DEG"
"TNRC6C","Tier4_MultiDataset_DEG"
"TOLLIP","Tier4_MultiDataset_DEG"
"TOM1L1","Tier4_MultiDataset_DEG"
"TOM1L2","Tier4_MultiDataset_DEG"
"TOMM40","Tier4_MultiDataset_DEG"
"TONSL","Tier4_MultiDataset_DEG"
"TOP3A","Tier4_MultiDataset_DEG"
"TOR3A","Tier4_MultiDataset_DEG"
"TOX3","Tier4_MultiDataset_DEG"
"TP53AIP1","Tier4_MultiDataset_DEG"
"TP53BP1","Tier4_MultiDataset_DEG"
"TP53I11","Tier4_MultiDataset_DEG"
"TPM1","Tier4_MultiDataset_DEG"
"TRADD","Tier4_MultiDataset_DEG"
"TRAF3","Tier4_MultiDataset_DEG"
"TRAF4","Tier4_MultiDataset_DEG"
"TRAK1","Tier4_MultiDataset_DEG"
"TRAM2","Tier4_MultiDataset_DEG"
"TRAPPC1","Tier4_MultiDataset_DEG"
"TRAPPC6B","Tier4_MultiDataset_DEG"
"TRIM14","Tier4_MultiDataset_DEG"
"TRIM3","Tier4_MultiDataset_DEG"
"TRIM33","Tier4_MultiDataset_DEG"
"TRIM42","Tier4_MultiDataset_DEG"
"TRIM69","Tier4_MultiDataset_DEG"
"TRIP11","Tier4_MultiDataset_DEG"
"TRMT1","Tier4_MultiDataset_DEG"
"TRMT10A","Tier4_MultiDataset_DEG"
"TRMT10B","Tier4_MultiDataset_DEG"
"TRMT13","Tier4_MultiDataset_DEG"
"TRNAU1AP","Tier4_MultiDataset_DEG"
"TRO","Tier4_MultiDataset_DEG"
"TRPC1","Tier4_MultiDataset_DEG"
"TRPM4","Tier4_MultiDataset_DEG"
"TSC22D2","Tier4_MultiDataset_DEG"
